aqi,CO,no2,o3,so2,pm2_5,nh3,dt
5.0,700.95,7.28,14.31,1.62,100.04,6.52,2020-12-01 00:00:00
5.0,741.01,9.0,12.16,1.74,107.63,6.4,2020-12-01 01:00:00
5.0,814.44,13.37,10.55,2.21,114.91,5.32,2020-12-01 02:00:00
5.0,854.49,14.05,25.39,3.43,120.64,4.88,2020-12-01 03:00:00
5.0,567.44,10.54,92.98,22.65,115.97,1.11,2020-12-01 04:00:00
5.0,554.09,14.22,103.0,36.24,118.71,0.07,2020-12-01 05:00:00
5.0,540.73,17.14,115.87,53.88,123.16,0.0,2020-12-01 06:00:00
5.0,420.57,16.62,124.45,60.08,99.78,0.0,2020-12-01 07:00:00
5.0,367.17,16.11,124.45,59.61,83.54,0.0,2020-12-01 08:00:00
5.0,357.15,20.05,118.73,67.71,79.23,0.0,2020-12-01 09:00:00
5.0,433.92,26.05,87.98,50.55,82.1,3.17,2020-12-01 10:00:00
5.0,554.09,32.56,61.51,26.94,86.75,8.11,2020-12-01 11:00:00
5.0,600.82,37.36,50.78,17.17,88.52,11.4,2020-12-01 12:00:00
5.0,667.57,43.18,45.78,14.42,90.38,15.33,2020-12-01 13:00:00
5.0,714.3,43.18,36.12,9.89,93.03,16.72,2020-12-01 14:00:00
5.0,694.28,34.96,26.11,5.25,93.88,14.19,2020-12-01 15:00:00
5.0,767.71,33.59,14.13,3.13,98.21,11.15,2020-12-01 16:00:00
5.0,934.6,36.67,3.4,2.92,106.39,10.89,2020-12-01 17:00:00
5.0,1094.82,34.62,0.18,2.62,114.41,10.89,2020-12-01 18:00:00
5.0,1148.22,28.79,0.02,1.91,118.44,10.39,2020-12-01 19:00:00
5.0,1161.58,22.96,0.02,1.25,120.3,7.98,2020-12-01 20:00:00
5.0,1161.58,19.36,0.06,0.91,121.11,5.89,2020-12-01 21:00:00
5.0,1081.47,20.91,0.35,0.95,119.69,5.45,2020-12-01 22:00:00
5.0,1014.71,18.85,0.69,0.83,119.27,4.88,2020-12-01 23:00:00
5.0,961.3,14.74,1.08,0.73,119.67,4.5,2020-12-02 00:00:00
5.0,921.25,12.17,1.31,0.78,118.75,4.12,2020-12-02 01:00:00
5.0,907.9,11.82,2.26,1.16,117.93,4.02,2020-12-02 02:00:00
5.0,881.2,11.14,11.98,1.67,118.39,4.18,2020-12-02 03:00:00
5.0,614.17,7.28,70.81,5.54,115.41,0.86,2020-12-02 04:00:00
5.0,560.76,5.27,101.57,8.46,120.99,0.28,2020-12-02 05:00:00
5.0,520.71,3.94,127.32,13.23,129.44,0.0,2020-12-02 06:00:00
5.0,383.85,2.66,138.76,22.65,113.92,0.0,2020-12-02 07:00:00
5.0,350.48,2.7,141.62,22.89,101.19,0.0,2020-12-02 08:00:00
5.0,343.8,3.98,145.91,29.09,93.72,0.0,2020-12-02 09:00:00
5.0,387.19,7.97,134.47,26.94,90.68,0.75,2020-12-02 10:00:00
5.0,514.03,17.82,113.01,20.03,90.91,4.75,2020-12-02 11:00:00
5.0,674.25,33.59,85.83,13.59,91.77,7.85,2020-12-02 12:00:00
5.0,807.76,43.87,58.65,7.21,92.56,8.87,2020-12-02 13:00:00
5.0,841.14,41.47,41.84,3.93,93.7,7.6,2020-12-02 14:00:00
5.0,827.79,34.96,33.62,2.62,95.54,6.27,2020-12-02 15:00:00
5.0,794.41,28.45,30.04,2.03,96.2,5.57,2020-12-02 16:00:00
5.0,741.01,22.62,27.54,1.64,94.36,5.32,2020-12-02 17:00:00
5.0,700.95,18.17,24.68,1.31,91.53,5.32,2020-12-02 18:00:00
5.0,674.25,14.57,21.1,1.01,92.09,5.83,2020-12-02 19:00:00
5.0,674.25,12.51,15.74,0.97,94.94,7.03,2020-12-02 20:00:00
5.0,694.28,11.48,13.59,1.09,98.26,8.61,2020-12-02 21:00:00
5.0,714.3,10.37,12.52,1.12,100.53,9.25,2020-12-02 22:00:00
5.0,707.63,8.65,10.19,0.92,101.08,7.79,2020-12-02 23:00:00
5.0,707.63,7.54,6.88,0.71,101.4,6.14,2020-12-03 00:00:00
5.0,720.98,7.71,3.22,0.69,101.81,4.81,2020-12-03 01:00:00
5.0,787.74,9.08,1.25,1.03,102.73,4.18,2020-12-03 02:00:00
5.0,881.2,11.14,6.53,1.54,105.53,4.69,2020-12-03 03:00:00
5.0,600.82,7.54,123.02,23.13,149.01,0.0,2020-12-03 04:00:00
5.0,574.11,5.57,155.93,26.94,161.57,0.0,2020-12-03 05:00:00
5.0,574.11,4.54,181.68,30.99,169.43,0.0,2020-12-03 06:00:00
5.0,460.63,3.38,183.11,30.28,137.5,0.0,2020-12-03 07:00:00
5.0,420.57,3.81,181.68,31.95,119.57,0.0,2020-12-03 08:00:00
5.0,413.9,6.26,185.97,43.87,116.19,0.0,2020-12-03 09:00:00
5.0,514.03,15.25,158.79,37.19,122.04,2.41,2020-12-03 10:00:00
5.0,754.36,31.87,120.16,22.89,131.27,8.23,2020-12-03 11:00:00
5.0,974.66,52.78,85.12,14.9,136.54,12.41,2020-12-03 12:00:00
5.0,1228.33,74.71,51.5,10.73,140.48,15.45,2020-12-03 13:00:00
5.0,1522.06,87.74,21.82,6.74,144.36,14.19,2020-12-03 14:00:00
5.0,1708.98,85.0,5.9,4.17,148.92,9.88,2020-12-03 15:00:00
5.0,1695.63,67.86,4.16,2.95,149.5,6.4,2020-12-03 16:00:00
5.0,1482.01,50.72,6.88,2.33,146.09,5.45,2020-12-03 17:00:00
5.0,1255.04,38.39,10.37,1.83,137.76,4.94,2020-12-03 18:00:00
5.0,988.01,27.42,21.46,1.43,122.49,4.5,2020-12-03 19:00:00
5.0,854.49,20.05,26.82,1.34,116.2,4.31,2020-12-03 20:00:00
5.0,781.06,15.08,30.4,1.48,117.52,4.18,2020-12-03 21:00:00
5.0,754.36,12.17,28.97,1.39,121.25,4.31,2020-12-03 22:00:00
5.0,761.03,10.2,23.6,1.22,126.11,4.62,2020-12-03 23:00:00
5.0,781.06,9.43,18.24,1.21,133.0,5.19,2020-12-04 00:00:00
5.0,827.79,11.14,13.77,1.51,140.78,5.32,2020-12-04 01:00:00
5.0,894.55,15.42,11.98,2.09,146.95,4.69,2020-12-04 02:00:00
5.0,921.25,16.79,24.68,4.41,155.53,4.37,2020-12-04 03:00:00
5.0,700.95,9.43,105.86,23.13,174.93,0.0,2020-12-04 04:00:00
5.0,647.54,6.94,138.76,21.46,179.24,0.0,2020-12-04 05:00:00
5.0,634.19,5.14,170.23,22.17,185.0,0.0,2020-12-04 06:00:00
5.0,507.36,4.58,177.38,31.47,149.14,0.0,2020-12-04 07:00:00
5.0,460.63,5.4,181.68,38.62,136.19,0.0,2020-12-04 08:00:00
5.0,473.98,8.82,194.55,54.36,140.19,0.0,2020-12-04 09:00:00
5.0,587.46,18.17,163.08,44.35,146.85,1.82,2020-12-04 10:00:00
5.0,827.79,34.27,121.59,23.13,152.49,7.79,2020-12-04 11:00:00
5.0,1014.71,52.09,85.83,11.8,156.18,11.91,2020-12-04 12:00:00
5.0,1188.28,67.86,49.35,6.62,158.65,13.68,2020-12-04 13:00:00
5.0,1321.79,73.34,23.25,3.82,158.85,10.89,2020-12-04 14:00:00
5.0,1295.09,63.06,13.05,2.56,151.06,7.22,2020-12-04 15:00:00
5.0,867.84,30.5,38.98,2.5,109.07,5.95,2020-12-04 16:00:00
5.0,680.92,18.51,49.35,3.01,85.65,5.19,2020-12-04 17:00:00
5.0,614.17,11.82,70.1,3.99,89.48,4.18,2020-12-04 18:00:00
5.0,587.46,8.31,78.68,3.7,102.53,3.04,2020-12-04 19:00:00
5.0,574.11,6.34,68.67,2.44,111.36,2.69,2020-12-04 20:00:00
5.0,560.76,5.18,55.79,1.7,117.71,3.1,2020-12-04 21:00:00
5.0,560.76,4.67,43.63,1.33,122.0,4.05,2020-12-04 22:00:00
5.0,560.76,4.8,32.9,1.16,124.0,5.26,2020-12-04 23:00:00
5.0,567.44,5.66,25.75,1.27,125.35,7.47,2020-12-05 00:00:00
5.0,600.82,8.14,20.92,1.61,125.6,9.5,2020-12-05 01:00:00
5.0,660.9,12.17,17.35,2.09,123.98,8.36,2020-12-05 02:00:00
5.0,674.25,11.82,29.68,3.52,120.89,7.54,2020-12-05 03:00:00
5.0,574.11,6.6,70.1,7.09,116.44,3.23,2020-12-05 04:00:00
5.0,587.46,5.91,92.98,8.11,119.27,3.23,2020-12-05 05:00:00
5.0,580.79,5.06,125.89,14.42,126.97,2.72,2020-12-05 06:00:00
5.0,427.25,5.01,155.93,35.29,113.41,0.0,2020-12-05 07:00:00
5.0,387.19,4.5,165.94,35.76,106.41,0.0,2020-12-05 08:00:00
5.0,380.52,5.48,165.94,38.15,105.4,0.0,2020-12-05 09:00:00
5.0,440.6,9.94,141.62,29.56,105.43,2.47,2020-12-05 10:00:00
5.0,607.49,20.05,110.15,16.93,106.91,7.09,2020-12-05 11:00:00
5.0,814.44,35.3,75.82,9.18,107.2,10.01,2020-12-05 12:00:00
5.0,1014.71,47.3,47.21,5.13,107.12,11.91,2020-12-05 13:00:00
5.0,1068.12,45.24,36.12,3.79,106.79,11.91,2020-12-05 14:00:00
5.0,961.3,33.59,41.84,3.67,105.5,10.51,2020-12-05 15:00:00
5.0,774.38,21.42,53.64,3.67,101.24,8.61,2020-12-05 16:00:00
5.0,667.57,17.65,52.21,2.68,97.14,7.79,2020-12-05 17:00:00
5.0,587.46,14.74,50.78,2.18,91.09,5.7,2020-12-05 18:00:00
5.0,540.73,11.14,55.79,3.25,91.2,3.52,2020-12-05 19:00:00
5.0,540.73,8.48,55.79,3.61,100.86,2.72,2020-12-05 20:00:00
5.0,547.41,6.77,52.21,3.25,113.46,2.95,2020-12-05 21:00:00
5.0,560.76,6.17,41.13,2.21,121.4,3.93,2020-12-05 22:00:00
5.0,560.76,6.0,25.75,1.19,122.63,4.75,2020-12-05 23:00:00
5.0,560.76,6.17,14.84,0.79,120.78,5.38,2020-12-06 00:00:00
5.0,574.11,7.28,7.42,0.77,119.16,5.32,2020-12-06 01:00:00
5.0,634.19,9.68,2.86,1.01,118.23,4.5,2020-12-06 02:00:00
5.0,707.63,10.11,7.42,1.39,119.56,4.5,2020-12-06 03:00:00
5.0,554.09,6.68,77.25,8.82,133.4,0.57,2020-12-06 04:00:00
5.0,534.06,5.14,107.29,12.64,136.46,0.56,2020-12-06 05:00:00
5.0,507.36,4.07,134.47,18.36,136.41,0.78,2020-12-06 06:00:00
5.0,390.53,3.86,150.2,29.09,106.21,0.04,2020-12-06 07:00:00
5.0,347.14,4.24,155.93,32.42,89.06,0.0,2020-12-06 08:00:00
5.0,333.79,5.83,158.79,37.19,82.23,0.0,2020-12-06 09:00:00
5.0,407.22,13.02,134.47,30.99,84.04,3.36,2020-12-06 10:00:00
5.0,560.76,23.65,101.57,16.69,89.4,7.98,2020-12-06 11:00:00
5.0,680.92,33.59,72.96,7.57,91.53,10.89,2020-12-06 12:00:00
5.0,754.36,40.78,47.92,3.37,90.85,13.3,2020-12-06 13:00:00
5.0,774.38,39.41,31.47,1.89,86.4,13.3,2020-12-06 14:00:00
5.0,707.63,30.16,29.33,1.59,79.65,10.51,2020-12-06 15:00:00
5.0,514.03,13.2,58.65,3.01,66.92,6.27,2020-12-06 16:00:00
5.0,494.0,9.51,62.23,3.58,69.55,3.8,2020-12-06 17:00:00
5.0,500.68,7.8,62.94,3.55,76.5,2.5,2020-12-06 18:00:00
5.0,494.0,6.86,59.37,3.16,83.15,2.06,2020-12-06 19:00:00
5.0,494.0,6.26,53.64,2.92,88.38,2.09,2020-12-06 20:00:00
5.0,487.33,5.91,47.92,3.07,93.23,2.28,2020-12-06 21:00:00
5.0,494.0,5.74,41.13,3.04,97.48,2.63,2020-12-06 22:00:00
5.0,507.36,5.74,33.26,2.68,100.3,2.91,2020-12-06 23:00:00
5.0,520.71,5.91,25.75,2.24,102.1,3.17,2020-12-07 00:00:00
5.0,547.41,7.37,19.49,2.09,103.23,3.17,2020-12-07 01:00:00
5.0,600.82,9.85,17.52,2.59,103.95,3.42,2020-12-07 02:00:00
5.0,614.17,9.77,31.83,4.35,102.04,3.64,2020-12-07 03:00:00
5.0,520.71,8.48,66.52,9.66,92.22,1.84,2020-12-07 04:00:00
5.0,514.03,7.63,87.98,12.52,94.09,2.12,2020-12-07 05:00:00
5.0,494.0,6.34,117.3,18.84,100.27,2.25,2020-12-07 06:00:00
5.0,407.22,6.43,138.76,33.85,93.82,0.67,2020-12-07 07:00:00
5.0,370.5,6.68,148.77,39.1,87.72,0.0,2020-12-07 08:00:00
5.0,363.83,8.14,150.2,44.82,83.38,0.0,2020-12-07 09:00:00
5.0,413.9,11.14,144.48,39.1,83.5,1.9,2020-12-07 10:00:00
5.0,574.11,19.54,130.18,25.99,87.16,5.51,2020-12-07 11:00:00
5.0,754.36,33.59,101.57,14.42,90.16,8.11,2020-12-07 12:00:00
5.0,881.2,43.53,71.53,6.91,91.12,9.88,2020-12-07 13:00:00
5.0,827.79,39.76,58.65,3.7,87.93,9.88,2020-12-07 14:00:00
5.0,714.3,30.85,57.22,2.44,83.51,9.37,2020-12-07 15:00:00
5.0,647.54,24.33,53.64,1.86,78.09,9.88,2020-12-07 16:00:00
5.0,614.17,19.54,46.49,1.76,69.94,9.88,2020-12-07 17:00:00
5.0,560.76,14.22,46.49,2.12,60.36,7.6,2020-12-07 18:00:00
5.0,534.06,10.88,46.49,2.62,59.01,4.62,2020-12-07 19:00:00
5.0,540.73,9.6,38.98,2.06,63.3,3.36,2020-12-07 20:00:00
5.0,540.73,8.65,32.19,1.64,69.14,3.74,2020-12-07 21:00:00
5.0,547.41,7.88,25.75,1.54,74.54,4.75,2020-12-07 22:00:00
5.0,547.41,7.28,21.28,1.64,78.84,5.13,2020-12-07 23:00:00
5.0,554.09,7.2,19.67,1.97,82.61,5.13,2020-12-08 00:00:00
5.0,574.11,9.08,18.42,2.62,86.38,4.81,2020-12-08 01:00:00
5.0,654.22,14.57,16.99,4.17,91.51,4.37,2020-12-08 02:00:00
5.0,694.28,15.94,31.47,10.25,97.5,4.31,2020-12-08 03:00:00
5.0,580.79,12.34,71.53,31.47,102.16,1.58,2020-12-08 04:00:00
5.0,607.49,13.2,94.41,38.62,108.6,1.92,2020-12-08 05:00:00
5.0,567.44,12.34,130.18,44.82,113.89,1.87,2020-12-08 06:00:00
5.0,403.88,12.34,141.62,51.98,81.03,0.88,2020-12-08 07:00:00
5.0,343.8,12.0,150.2,51.98,67.98,0.62,2020-12-08 08:00:00
5.0,330.45,13.54,155.93,55.79,65.6,0.83,2020-12-08 09:00:00
5.0,433.92,20.05,135.9,44.35,68.21,5.26,2020-12-08 10:00:00
5.0,647.54,31.53,113.01,25.51,72.38,10.01,2020-12-08 11:00:00
5.0,781.06,42.5,87.26,14.42,72.06,13.81,2020-12-08 12:00:00
5.0,921.25,52.78,60.08,9.18,70.74,18.49,2020-12-08 13:00:00
5.0,1068.12,60.32,33.62,6.02,70.84,20.77,2020-12-08 14:00:00
5.0,1121.52,61.01,14.66,4.17,72.76,20.52,2020-12-08 15:00:00
5.0,1094.82,54.15,4.65,3.07,74.81,19.0,2020-12-08 16:00:00
5.0,1081.47,45.24,1.81,2.56,78.4,16.97,2020-12-08 17:00:00
5.0,1041.41,37.7,3.09,2.3,84.55,12.03,2020-12-08 18:00:00
5.0,934.6,28.45,12.88,2.56,94.03,8.36,2020-12-08 19:00:00
5.0,867.84,20.22,21.28,2.8,106.5,6.65,2020-12-08 20:00:00
5.0,821.11,15.25,24.68,2.86,119.95,5.7,2020-12-08 21:00:00
5.0,814.44,12.85,21.28,2.03,129.11,5.0,2020-12-08 22:00:00
5.0,807.76,11.65,13.95,1.15,134.43,5.45,2020-12-08 23:00:00
5.0,807.76,11.31,8.85,0.97,138.81,6.97,2020-12-09 00:00:00
5.0,834.47,12.68,4.78,1.19,143.4,7.6,2020-12-09 01:00:00
5.0,921.25,14.91,1.63,1.49,146.8,5.7,2020-12-09 02:00:00
5.0,988.01,14.74,7.96,1.82,149.01,4.94,2020-12-09 03:00:00
5.0,667.57,10.54,92.98,18.84,152.24,1.62,2020-12-09 04:00:00
5.0,614.17,13.37,110.15,30.99,143.5,0.98,2020-12-09 05:00:00
5.0,607.49,15.42,133.04,44.35,143.05,0.49,2020-12-09 06:00:00
5.0,460.63,17.65,135.9,67.71,109.66,0.0,2020-12-09 07:00:00
5.0,390.53,13.88,147.34,61.99,93.78,0.0,2020-12-09 08:00:00
5.0,377.18,14.91,155.93,67.71,91.82,0.0,2020-12-09 09:00:00
5.0,427.25,18.34,140.19,53.41,97.97,1.98,2020-12-09 10:00:00
5.0,514.03,20.05,115.87,25.03,106.78,7.09,2020-12-09 11:00:00
5.0,607.49,21.76,92.98,10.25,117.67,10.26,2020-12-09 12:00:00
5.0,741.01,25.71,75.1,8.35,133.03,12.29,2020-12-09 13:00:00
5.0,847.82,28.1,67.23,11.09,147.98,11.91,2020-12-09 14:00:00
5.0,881.2,26.05,70.1,14.66,155.75,8.49,2020-12-09 15:00:00
5.0,841.14,22.28,67.23,13.83,152.22,6.02,2020-12-09 16:00:00
5.0,847.82,21.94,47.21,7.09,147.54,5.89,2020-12-09 17:00:00
5.0,841.14,21.42,32.54,3.93,144.14,6.4,2020-12-09 18:00:00
5.0,827.79,19.36,23.96,2.38,140.91,7.16,2020-12-09 19:00:00
5.0,821.11,16.97,18.42,1.59,139.52,6.59,2020-12-09 20:00:00
5.0,814.44,14.91,15.38,1.31,138.73,5.95,2020-12-09 21:00:00
5.0,821.11,13.54,12.7,1.12,140.28,5.89,2020-12-09 22:00:00
5.0,834.47,12.85,8.85,0.93,143.45,7.35,2020-12-09 23:00:00
5.0,841.14,12.68,5.81,1.0,147.13,10.89,2020-12-10 00:00:00
5.0,881.2,13.88,2.53,1.36,151.33,13.3,2020-12-10 01:00:00
5.0,961.3,14.22,0.74,1.65,155.23,9.63,2020-12-10 02:00:00
5.0,1054.76,13.71,4.6,1.97,156.51,8.23,2020-12-10 03:00:00
5.0,767.71,10.71,74.39,8.94,137.2,3.99,2020-12-10 04:00:00
5.0,807.76,10.2,103.0,10.49,146.11,3.77,2020-12-10 05:00:00
5.0,847.82,9.08,148.77,15.26,166.73,2.91,2020-12-10 06:00:00
5.0,547.41,7.54,188.83,45.78,152.63,0.0,2020-12-10 07:00:00
5.0,460.63,4.97,194.55,36.24,137.61,0.0,2020-12-10 08:00:00
5.0,440.6,5.91,191.69,37.19,133.21,0.0,2020-12-10 09:00:00
5.0,473.98,9.51,171.66,30.28,136.9,0.51,2020-12-10 10:00:00
5.0,560.76,13.71,143.05,17.64,143.87,4.18,2020-12-10 11:00:00
5.0,620.84,16.97,115.87,11.21,149.17,6.71,2020-12-10 12:00:00
5.0,700.95,21.76,94.41,11.92,152.09,7.79,2020-12-10 13:00:00
5.0,714.3,21.08,88.69,17.17,152.05,7.22,2020-12-10 14:00:00
5.0,700.95,18.68,87.98,23.37,149.97,6.08,2020-12-10 15:00:00
5.0,680.92,16.45,90.12,24.32,149.2,4.81,2020-12-10 16:00:00
5.0,667.57,14.4,90.12,18.36,150.5,3.93,2020-12-10 17:00:00
5.0,654.22,12.17,83.69,12.64,150.91,3.2,2020-12-10 18:00:00
5.0,654.22,11.65,60.8,6.86,144.6,2.72,2020-12-10 19:00:00
5.0,660.9,11.82,38.62,3.28,137.61,2.98,2020-12-10 20:00:00
5.0,667.57,11.31,25.75,2.09,131.0,4.02,2020-12-10 21:00:00
5.0,667.57,10.8,17.88,1.55,127.4,6.14,2020-12-10 22:00:00
5.0,674.25,10.28,11.44,1.19,127.76,8.49,2020-12-10 23:00:00
5.0,694.28,10.63,6.62,1.21,129.46,11.27,2020-12-11 00:00:00
5.0,754.36,12.34,2.55,1.51,133.83,12.29,2020-12-11 01:00:00
5.0,881.2,13.2,0.54,1.74,138.06,8.36,2020-12-11 02:00:00
5.0,1028.06,12.51,3.09,1.86,141.28,5.51,2020-12-11 03:00:00
5.0,680.92,12.51,51.5,12.04,119.04,0.9,2020-12-11 04:00:00
5.0,634.19,12.34,76.53,20.27,119.65,0.29,2020-12-11 05:00:00
5.0,600.82,11.14,110.15,24.8,129.44,0.0,2020-12-11 06:00:00
5.0,447.27,4.16,157.36,17.88,132.04,0.0,2020-12-11 07:00:00
5.0,400.54,3.17,173.09,17.88,134.59,0.0,2020-12-11 08:00:00
5.0,400.54,5.57,180.24,29.33,140.5,0.0,2020-12-11 09:00:00
5.0,447.27,9.68,167.37,28.85,150.17,0.0,2020-12-11 10:00:00
5.0,534.06,14.4,141.62,17.41,162.43,0.38,2020-12-11 11:00:00
5.0,600.82,18.17,114.44,10.49,168.35,3.45,2020-12-11 12:00:00
5.0,680.92,21.94,94.41,10.01,172.47,5.26,2020-12-11 13:00:00
5.0,674.25,20.05,85.83,13.59,171.89,4.24,2020-12-11 14:00:00
5.0,654.22,16.97,83.69,18.6,169.64,2.57,2020-12-11 15:00:00
5.0,640.87,15.25,82.97,20.5,165.51,1.6,2020-12-11 16:00:00
5.0,640.87,14.91,77.96,16.93,163.59,1.57,2020-12-11 17:00:00
5.0,634.19,14.05,73.67,12.52,161.98,1.57,2020-12-11 18:00:00
5.0,607.49,11.65,70.81,8.58,158.88,1.77,2020-12-11 19:00:00
5.0,594.14,8.82,65.09,5.84,157.77,2.12,2020-12-11 20:00:00
5.0,614.17,7.97,53.64,4.17,158.65,2.57,2020-12-11 21:00:00
5.0,647.54,8.05,41.13,3.01,159.45,3.07,2020-12-11 22:00:00
5.0,680.92,8.4,30.04,2.12,158.98,3.61,2020-12-11 23:00:00
5.0,700.95,8.82,22.53,1.7,158.86,4.24,2020-12-12 00:00:00
5.0,734.33,10.2,16.63,1.61,157.46,4.5,2020-12-12 01:00:00
5.0,767.71,12.17,12.88,1.86,155.5,3.93,2020-12-12 02:00:00
5.0,787.74,11.31,19.67,2.62,153.78,3.36,2020-12-12 03:00:00
5.0,614.17,9.34,70.81,13.59,140.59,0.02,2020-12-12 04:00:00
5.0,594.14,9.6,87.98,17.88,141.56,0.0,2020-12-12 05:00:00
5.0,574.11,8.65,108.72,19.31,145.89,0.0,2020-12-12 06:00:00
5.0,467.3,5.14,141.62,19.55,144.78,0.0,2020-12-12 07:00:00
5.0,440.6,4.88,145.91,20.03,144.99,0.0,2020-12-12 08:00:00
5.0,427.25,6.43,141.62,23.13,143.1,0.0,2020-12-12 09:00:00
5.0,460.63,9.77,120.16,19.07,146.89,0.0,2020-12-12 10:00:00
5.0,527.38,13.2,98.71,10.49,155.16,1.16,2020-12-12 11:00:00
5.0,567.44,15.25,81.54,6.86,157.87,4.56,2020-12-12 12:00:00
5.0,607.49,17.99,67.23,7.63,161.07,6.71,2020-12-12 13:00:00
5.0,640.87,18.34,58.65,9.3,164.48,6.33,2020-12-12 14:00:00
5.0,654.22,16.62,59.37,11.56,167.09,4.18,2020-12-12 15:00:00
5.0,647.54,14.05,65.8,12.4,167.37,2.47,2020-12-12 16:00:00
5.0,647.54,12.34,69.38,11.33,169.72,1.88,2020-12-12 17:00:00
5.0,634.19,10.8,72.96,11.09,173.05,1.39,2020-12-12 18:00:00
5.0,614.17,9.0,70.81,10.73,174.77,1.09,2020-12-12 19:00:00
5.0,620.84,8.91,53.64,6.08,175.02,1.73,2020-12-12 20:00:00
5.0,627.52,8.65,41.84,3.58,175.21,2.19,2020-12-12 21:00:00
5.0,627.52,8.14,36.12,2.53,174.07,2.66,2020-12-12 22:00:00
5.0,620.84,7.54,32.54,1.97,172.53,2.88,2020-12-12 23:00:00
5.0,620.84,7.28,29.33,1.61,171.66,3.04,2020-12-13 00:00:00
5.0,627.52,7.97,25.39,1.52,171.83,3.04,2020-12-13 01:00:00
5.0,640.87,9.6,22.17,1.7,170.79,2.98,2020-12-13 02:00:00
5.0,647.54,9.77,25.75,2.3,169.97,2.95,2020-12-13 03:00:00
5.0,560.76,6.26,75.82,9.42,158.46,0.04,2020-12-13 04:00:00
5.0,540.73,5.06,94.41,10.97,156.81,0.0,2020-12-13 05:00:00
5.0,554.09,4.41,114.44,13.23,162.33,0.0,2020-12-13 06:00:00
5.0,494.0,2.16,143.05,12.52,155.21,0.0,2020-12-13 07:00:00
5.0,473.98,1.97,151.63,13.95,153.67,0.0,2020-12-13 08:00:00
5.0,467.3,3.43,157.36,20.74,152.41,0.0,2020-12-13 09:00:00
5.0,487.33,6.51,145.91,20.27,152.87,0.0,2020-12-13 10:00:00
5.0,527.38,9.34,123.02,12.99,153.31,1.31,2020-12-13 11:00:00
5.0,547.41,10.97,104.43,8.46,151.13,3.96,2020-12-13 12:00:00
5.0,587.46,13.37,91.55,8.46,150.27,5.38,2020-12-13 13:00:00
5.0,600.82,12.68,87.26,10.97,151.05,5.38,2020-12-13 14:00:00
5.0,607.49,11.82,85.12,13.23,153.65,4.56,2020-12-13 15:00:00
5.0,627.52,11.65,84.4,14.42,157.13,3.64,2020-12-13 16:00:00
5.0,647.54,11.48,84.4,13.71,159.89,2.76,2020-12-13 17:00:00
5.0,640.87,10.54,81.54,11.21,160.56,2.5,2020-12-13 18:00:00
5.0,634.19,9.51,70.81,7.63,158.58,2.63,2020-12-13 19:00:00
5.0,640.87,9.43,52.93,4.65,156.34,2.82,2020-12-13 20:00:00
5.0,660.9,10.11,37.55,3.31,152.77,3.07,2020-12-13 21:00:00
5.0,680.92,10.54,26.11,2.41,149.44,3.48,2020-12-13 22:00:00
5.0,694.28,10.54,17.35,1.7,146.82,4.02,2020-12-13 23:00:00
5.0,714.3,10.71,11.8,1.43,145.04,4.75,2020-12-14 00:00:00
5.0,754.36,12.17,7.24,1.57,143.43,4.94,2020-12-14 01:00:00
5.0,834.47,15.77,3.89,2.12,143.1,4.37,2020-12-14 02:00:00
5.0,881.2,16.45,10.82,3.61,140.39,4.24,2020-12-14 03:00:00
5.0,600.82,11.14,75.1,18.84,120.62,0.13,2020-12-14 04:00:00
5.0,580.79,10.11,92.98,21.22,123.19,0.11,2020-12-14 05:00:00
5.0,580.79,8.14,114.44,20.98,131.0,0.74,2020-12-14 06:00:00
5.0,494.0,3.86,147.34,17.41,139.37,0.0,2020-12-14 07:00:00
5.0,473.98,3.04,158.79,16.45,145.99,0.0,2020-12-14 08:00:00
5.0,473.98,3.81,161.65,18.36,147.79,0.0,2020-12-14 09:00:00
5.0,514.03,6.34,151.63,15.26,152.26,0.0,2020-12-14 10:00:00
5.0,574.11,9.77,134.47,10.01,157.55,1.73,2020-12-14 11:00:00
5.0,627.52,13.37,118.73,9.66,160.03,4.31,2020-12-14 12:00:00
5.0,700.95,17.65,104.43,12.99,164.0,5.83,2020-12-14 13:00:00
5.0,734.33,18.17,94.41,16.45,168.94,6.71,2020-12-14 14:00:00
5.0,767.71,17.82,85.12,19.07,173.11,6.52,2020-12-14 15:00:00
5.0,807.76,17.82,77.96,20.27,179.04,5.26,2020-12-14 16:00:00
5.0,821.11,16.62,76.53,20.74,182.99,3.61,2020-12-14 17:00:00
5.0,794.41,13.88,74.39,18.84,182.75,2.5,2020-12-14 18:00:00
5.0,734.33,10.8,68.67,14.9,167.82,2.03,2020-12-14 19:00:00
5.0,714.3,10.03,55.79,9.3,156.42,1.96,2020-12-14 20:00:00
5.0,707.63,9.43,47.21,6.97,150.07,2.03,2020-12-14 21:00:00
5.0,707.63,9.0,38.27,5.31,147.65,2.41,2020-12-14 22:00:00
5.0,720.98,8.91,29.33,4.11,148.97,2.91,2020-12-14 23:00:00
5.0,734.33,9.34,22.35,3.79,153.38,3.74,2020-12-15 00:00:00
5.0,767.71,11.31,16.45,3.99,158.64,4.31,2020-12-15 01:00:00
5.0,821.11,15.42,13.59,4.89,160.68,3.71,2020-12-15 02:00:00
5.0,821.11,15.59,27.54,7.03,159.0,2.82,2020-12-15 03:00:00
