aqi,CO,no2,o3,so2,pm2_5,nh3,dt
5.0,660.9,11.65,14.66,1.8,82.42,10.13,2020-12-01 00:00:00
5.0,707.63,13.88,14.13,2.98,88.98,12.54,2020-12-01 01:00:00
5.0,821.11,19.71,9.92,3.93,98.47,8.87,2020-12-01 02:00:00
5.0,961.3,20.91,13.77,4.77,107.95,8.61,2020-12-01 03:00:00
5.0,527.38,7.54,87.98,38.62,109.87,1.69,2020-12-01 04:00:00
5.0,494.0,5.06,107.29,45.78,111.22,2.01,2020-12-01 05:00:00
5.0,473.98,3.43,125.89,43.39,109.14,2.82,2020-12-01 06:00:00
5.0,340.46,1.67,135.9,23.6,67.32,1.71,2020-12-01 07:00:00
5.0,300.41,1.41,135.9,16.69,53.63,1.36,2020-12-01 08:00:00
4.0,287.06,1.54,138.76,14.42,49.31,1.35,2020-12-01 09:00:00
4.0,310.42,3.6,138.76,12.88,48.93,2.95,2020-12-01 10:00:00
5.0,367.17,7.28,131.61,11.68,51.7,5.45,2020-12-01 11:00:00
5.0,423.91,11.65,120.16,10.85,54.41,7.22,2020-12-01 12:00:00
5.0,473.98,13.37,111.58,10.49,57.62,8.49,2020-12-01 13:00:00
5.0,500.68,12.68,108.72,10.73,62.18,9.12,2020-12-01 14:00:00
5.0,507.36,11.48,108.72,11.68,68.91,9.37,2020-12-01 15:00:00
5.0,494.0,9.51,107.29,12.16,77.54,9.12,2020-12-01 16:00:00
5.0,487.33,8.23,98.71,11.21,85.11,8.87,2020-12-01 17:00:00
5.0,494.0,7.54,92.98,10.25,90.24,8.23,2020-12-01 18:00:00
5.0,520.71,8.91,73.67,6.14,93.47,9.12,2020-12-01 19:00:00
5.0,554.09,10.03,50.78,2.89,96.17,9.25,2020-12-01 20:00:00
5.0,587.46,10.2,35.76,1.89,98.15,8.61,2020-12-01 21:00:00
5.0,607.49,10.37,26.46,1.64,100.64,9.12,2020-12-01 22:00:00
5.0,634.19,10.54,19.67,1.49,102.9,8.74,2020-12-01 23:00:00
5.0,654.22,10.88,14.84,1.48,105.04,8.23,2020-12-02 00:00:00
5.0,700.95,12.85,11.62,1.88,107.97,7.16,2020-12-02 01:00:00
5.0,827.79,18.85,5.45,2.74,113.19,7.47,2020-12-02 02:00:00
5.0,988.01,21.94,7.06,3.64,118.59,10.51,2020-12-02 03:00:00
5.0,594.14,10.45,86.55,11.44,111.84,2.76,2020-12-02 04:00:00
5.0,567.44,7.63,114.44,15.02,116.79,2.22,2020-12-02 05:00:00
5.0,534.06,4.88,134.47,18.84,114.4,2.6,2020-12-02 06:00:00
5.0,383.85,1.99,147.34,21.46,90.92,0.28,2020-12-02 07:00:00
5.0,340.46,1.52,147.34,19.55,82.0,0.0,2020-12-02 08:00:00
5.0,323.77,1.48,148.77,17.17,77.73,0.02,2020-12-02 09:00:00
5.0,350.48,3.9,143.05,15.74,78.46,2.15,2020-12-02 10:00:00
5.0,420.57,8.48,134.47,15.26,83.17,5.07,2020-12-02 11:00:00
5.0,487.33,13.88,124.45,15.26,87.61,6.9,2020-12-02 12:00:00
5.0,580.79,18.51,110.15,14.78,93.55,9.37,2020-12-02 13:00:00
5.0,680.92,21.42,92.98,13.47,101.45,11.78,2020-12-02 14:00:00
5.0,767.71,22.62,76.53,11.56,108.56,12.92,2020-12-02 15:00:00
5.0,794.41,21.76,62.94,9.3,111.97,13.3,2020-12-02 16:00:00
5.0,741.01,18.17,56.51,7.57,109.46,12.67,2020-12-02 17:00:00
5.0,647.54,14.57,55.79,5.9,103.3,11.4,2020-12-02 18:00:00
5.0,614.17,13.54,50.78,3.87,99.56,11.27,2020-12-02 19:00:00
5.0,620.84,13.37,40.41,2.56,100.79,12.03,2020-12-02 20:00:00
5.0,634.19,12.85,33.62,2.38,102.8,11.91,2020-12-02 21:00:00
5.0,654.22,13.02,27.9,2.59,105.77,13.81,2020-12-02 22:00:00
5.0,680.92,13.37,21.99,2.24,108.75,13.3,2020-12-02 23:00:00
5.0,700.95,13.88,18.24,2.09,111.86,14.31,2020-12-03 00:00:00
5.0,734.33,15.94,15.74,2.89,115.24,15.07,2020-12-03 01:00:00
5.0,867.84,21.59,9.12,3.99,121.17,14.95,2020-12-03 02:00:00
5.0,1054.76,22.28,12.16,5.13,128.89,15.33,2020-12-03 03:00:00
5.0,627.52,11.31,95.84,18.6,112.94,5.76,2020-12-03 04:00:00
5.0,614.17,8.23,124.45,25.03,116.72,6.08,2020-12-03 05:00:00
5.0,587.46,5.27,151.63,33.85,127.9,5.26,2020-12-03 06:00:00
5.0,403.88,1.93,165.94,30.52,105.61,0.65,2020-12-03 07:00:00
5.0,363.83,1.44,164.51,23.13,97.84,0.0,2020-12-03 08:00:00
5.0,353.81,1.46,164.51,20.5,95.66,0.0,2020-12-03 09:00:00
5.0,373.84,3.43,158.79,19.31,95.58,1.49,2020-12-03 10:00:00
5.0,420.57,7.03,150.2,18.84,97.55,4.12,2020-12-03 11:00:00
5.0,473.98,11.31,138.76,18.36,99.04,5.76,2020-12-03 12:00:00
5.0,554.09,15.59,120.16,17.17,101.65,8.36,2020-12-03 13:00:00
5.0,647.54,19.02,100.14,15.26,105.69,11.27,2020-12-03 14:00:00
5.0,734.33,20.91,84.4,13.11,109.54,13.05,2020-12-03 15:00:00
5.0,774.38,20.39,70.1,10.73,110.49,13.55,2020-12-03 16:00:00
5.0,747.68,17.99,60.8,8.58,108.16,13.55,2020-12-03 17:00:00
5.0,687.6,15.25,57.94,7.15,106.46,12.67,2020-12-03 18:00:00
5.0,654.22,14.22,52.93,5.78,108.2,12.16,2020-12-03 19:00:00
5.0,654.22,13.71,45.06,4.41,112.47,12.41,2020-12-03 20:00:00
5.0,647.54,12.68,40.77,3.99,117.68,12.67,2020-12-03 21:00:00
5.0,654.22,12.17,36.12,3.55,122.12,13.43,2020-12-03 22:00:00
5.0,674.25,12.34,31.47,3.37,126.31,13.68,2020-12-03 23:00:00
5.0,700.95,12.68,30.76,3.99,130.92,13.43,2020-12-04 00:00:00
5.0,727.65,14.22,37.91,6.2,134.81,12.41,2020-12-04 01:00:00
5.0,834.47,19.88,37.91,7.27,139.0,12.79,2020-12-04 02:00:00
5.0,961.3,22.62,42.56,8.11,143.58,12.79,2020-12-04 03:00:00
5.0,640.87,11.31,100.14,30.04,149.91,2.15,2020-12-04 04:00:00
5.0,620.84,8.4,120.16,37.67,168.01,0.25,2020-12-04 05:00:00
5.0,594.14,5.66,148.77,38.15,184.34,0.0,2020-12-04 06:00:00
5.0,410.56,2.04,165.94,24.56,134.34,0.0,2020-12-04 07:00:00
5.0,353.81,1.48,160.22,17.64,108.85,0.0,2020-12-04 08:00:00
5.0,330.45,1.41,154.5,15.26,96.49,0.0,2020-12-04 09:00:00
5.0,343.8,3.3,148.77,13.95,93.96,0.0,2020-12-04 10:00:00
5.0,397.21,6.94,141.62,13.71,98.19,1.38,2020-12-04 11:00:00
5.0,447.27,11.48,131.61,13.59,99.75,3.45,2020-12-04 12:00:00
5.0,514.03,14.74,117.3,13.35,101.73,5.7,2020-12-04 13:00:00
5.0,580.79,16.62,101.57,12.64,103.91,8.23,2020-12-04 14:00:00
5.0,627.52,17.14,87.98,11.44,104.8,10.26,2020-12-04 15:00:00
5.0,640.87,16.11,72.96,9.54,103.7,11.78,2020-12-04 16:00:00
5.0,654.22,15.94,59.37,7.75,104.63,12.92,2020-12-04 17:00:00
5.0,667.57,16.28,50.07,6.26,107.45,13.05,2020-12-04 18:00:00
5.0,660.9,15.94,43.99,4.59,110.37,12.79,2020-12-04 19:00:00
5.0,654.22,14.57,38.98,3.31,113.52,13.3,2020-12-04 20:00:00
5.0,647.54,13.37,35.76,2.86,116.42,14.82,2020-12-04 21:00:00
5.0,660.9,13.54,34.69,3.49,119.49,21.79,2020-12-04 22:00:00
5.0,680.92,14.4,37.19,4.77,123.59,32.17,2020-12-04 23:00:00
5.0,694.28,15.25,42.2,6.08,126.95,40.03,2020-12-05 00:00:00
5.0,714.3,16.28,48.64,7.75,128.14,42.05,2020-12-05 01:00:00
5.0,781.06,22.28,46.49,10.01,129.26,43.06,2020-12-05 02:00:00
5.0,894.55,27.42,47.21,12.16,133.22,42.05,2020-12-05 03:00:00
5.0,500.68,8.31,118.73,18.6,104.59,7.54,2020-12-05 04:00:00
5.0,487.33,5.57,134.47,20.27,101.54,5.83,2020-12-05 05:00:00
5.0,480.65,3.9,153.07,26.23,106.14,5.19,2020-12-05 06:00:00
5.0,337.12,1.61,151.63,25.51,70.5,1.24,2020-12-05 07:00:00
5.0,303.75,1.14,144.48,19.07,60.46,0.79,2020-12-05 08:00:00
5.0,290.39,1.08,140.19,16.93,56.21,0.89,2020-12-05 09:00:00
5.0,307.08,2.57,133.04,15.5,54.31,2.6,2020-12-05 10:00:00
5.0,347.14,5.57,121.59,14.42,55.3,5.13,2020-12-05 11:00:00
5.0,393.87,9.34,110.15,13.11,56.71,6.9,2020-12-05 12:00:00
5.0,433.92,10.97,98.71,11.8,58.98,8.04,2020-12-05 13:00:00
5.0,440.6,10.11,94.41,10.49,61.06,8.36,2020-12-05 14:00:00
5.0,433.92,8.4,103.0,11.68,67.77,7.98,2020-12-05 15:00:00
5.0,500.68,9.94,100.14,12.4,84.22,9.63,2020-12-05 16:00:00
5.0,607.49,13.37,80.82,9.89,101.04,11.91,2020-12-05 17:00:00
5.0,687.6,15.94,62.94,6.86,113.25,13.05,2020-12-05 18:00:00
5.0,714.3,16.62,49.35,4.47,120.57,13.43,2020-12-05 19:00:00
5.0,700.95,14.91,44.7,3.64,125.59,13.05,2020-12-05 20:00:00
5.0,660.9,11.65,52.21,4.29,128.27,11.78,2020-12-05 21:00:00
5.0,607.49,8.74,65.09,5.13,126.32,10.77,2020-12-05 22:00:00
5.0,607.49,8.82,55.08,3.67,126.98,11.78,2020-12-05 23:00:00
5.0,607.49,9.43,44.7,2.74,127.06,12.67,2020-12-06 00:00:00
5.0,620.84,11.48,34.69,2.59,126.69,13.43,2020-12-06 01:00:00
5.0,707.63,16.45,23.25,3.28,129.74,13.68,2020-12-06 02:00:00
5.0,821.11,17.48,23.6,4.41,133.81,13.17,2020-12-06 03:00:00
5.0,500.68,6.43,114.44,20.27,115.75,3.2,2020-12-06 04:00:00
5.0,473.98,4.41,134.47,24.8,115.31,2.72,2020-12-06 05:00:00
5.0,460.63,3.38,151.63,26.23,117.84,2.91,2020-12-06 06:00:00
5.0,357.15,2.04,153.07,21.7,91.51,0.23,2020-12-06 07:00:00
5.0,317.1,1.69,154.5,17.41,79.51,0.0,2020-12-06 08:00:00
5.0,307.08,1.78,158.79,17.17,77.89,0.0,2020-12-06 09:00:00
5.0,327.11,3.13,160.22,19.07,83.22,0.6,2020-12-06 10:00:00
5.0,370.5,5.48,158.79,21.22,90.91,2.79,2020-12-06 11:00:00
5.0,417.23,8.14,151.63,21.94,97.66,4.69,2020-12-06 12:00:00
5.0,460.63,9.17,144.48,20.74,102.92,6.27,2020-12-06 13:00:00
5.0,480.65,8.74,137.33,18.84,103.67,7.09,2020-12-06 14:00:00
5.0,473.98,7.45,131.61,17.88,102.86,6.84,2020-12-06 15:00:00
5.0,460.63,6.34,125.89,16.45,105.78,6.78,2020-12-06 16:00:00
5.0,480.65,6.43,120.16,14.07,110.61,7.6,2020-12-06 17:00:00
5.0,500.68,6.6,115.87,11.92,114.86,8.04,2020-12-06 18:00:00
5.0,527.38,7.97,95.84,7.63,117.44,9.63,2020-12-06 19:00:00
5.0,560.76,9.25,72.96,4.11,121.48,11.53,2020-12-06 20:00:00
5.0,587.46,9.51,58.65,2.65,124.46,13.05,2020-12-06 21:00:00
5.0,607.49,9.77,48.64,2.24,127.0,14.82,2020-12-06 22:00:00
5.0,627.52,9.85,40.41,1.79,128.76,14.19,2020-12-06 23:00:00
5.0,634.19,9.85,32.9,1.39,130.24,12.03,2020-12-07 00:00:00
5.0,667.57,11.65,24.68,1.51,130.66,10.39,2020-12-07 01:00:00
5.0,781.06,17.31,13.23,2.33,133.82,12.03,2020-12-07 02:00:00
5.0,921.25,18.68,12.16,3.04,137.57,13.05,2020-12-07 03:00:00
5.0,554.09,8.4,87.26,3.58,107.76,5.57,2020-12-07 04:00:00
5.0,560.76,6.68,107.29,4.59,108.34,5.57,2020-12-07 05:00:00
5.0,560.76,4.84,137.33,6.02,113.83,6.08,2020-12-07 06:00:00
5.0,387.19,1.59,137.33,6.08,87.75,1.5,2020-12-07 07:00:00
5.0,343.8,1.18,133.04,6.68,79.93,0.81,2020-12-07 08:00:00
5.0,330.45,1.22,133.04,8.7,76.33,0.8,2020-12-07 09:00:00
5.0,347.14,2.96,133.04,12.28,77.32,2.41,2020-12-07 10:00:00
5.0,400.54,6.08,133.04,15.74,84.94,4.81,2020-12-07 11:00:00
5.0,460.63,9.51,131.61,18.12,93.93,6.4,2020-12-07 12:00:00
5.0,540.73,12.68,124.45,18.84,103.39,8.23,2020-12-07 13:00:00
5.0,614.17,14.57,110.15,17.64,111.08,10.26,2020-12-07 14:00:00
5.0,674.25,15.42,94.41,15.26,116.09,12.03,2020-12-07 15:00:00
5.0,694.28,14.91,76.53,12.04,115.24,13.05,2020-12-07 16:00:00
5.0,687.6,14.4,60.8,8.7,110.69,13.17,2020-12-07 17:00:00
5.0,647.54,13.71,52.21,6.14,105.31,12.41,2020-12-07 18:00:00
5.0,607.49,13.02,47.21,4.77,102.32,11.65,2020-12-07 19:00:00
5.0,600.82,12.51,41.49,4.77,104.0,11.78,2020-12-07 20:00:00
5.0,600.82,12.0,37.91,5.48,108.56,12.16,2020-12-07 21:00:00
5.0,607.49,12.0,33.98,5.78,116.45,13.3,2020-12-07 22:00:00
5.0,620.84,12.0,32.19,6.5,125.82,15.58,2020-12-07 23:00:00
5.0,634.19,12.51,32.19,7.45,134.49,19.76,2020-12-08 00:00:00
5.0,674.25,14.91,30.76,8.23,139.76,24.32,2020-12-08 01:00:00
5.0,787.74,22.28,19.13,7.87,142.82,24.32,2020-12-08 02:00:00
5.0,947.95,24.68,14.84,7.03,144.94,19.76,2020-12-08 03:00:00
5.0,580.79,10.71,84.4,13.95,111.76,7.16,2020-12-08 04:00:00
5.0,547.41,7.54,108.72,13.71,102.47,6.71,2020-12-08 05:00:00
5.0,527.38,5.23,135.9,14.19,103.91,6.59,2020-12-08 06:00:00
5.0,360.49,1.99,145.91,16.93,89.0,0.27,2020-12-08 07:00:00
5.0,323.77,1.52,145.91,14.19,81.66,0.0,2020-12-08 08:00:00
5.0,317.1,1.52,145.91,13.23,80.26,0.0,2020-12-08 09:00:00
5.0,347.14,3.56,141.62,13.23,84.14,1.14,2020-12-08 10:00:00
5.0,410.56,7.45,134.47,13.59,91.88,4.12,2020-12-08 11:00:00
5.0,480.65,12.0,121.59,14.07,100.13,6.59,2020-12-08 12:00:00
5.0,547.41,14.05,113.01,14.66,109.51,8.49,2020-12-08 13:00:00
5.0,587.46,13.54,107.29,14.42,114.78,9.5,2020-12-08 14:00:00
5.0,587.46,12.34,94.41,11.8,107.56,10.26,2020-12-08 15:00:00
5.0,534.06,11.31,79.39,8.11,84.88,10.39,2020-12-08 16:00:00
5.0,500.68,11.48,69.38,6.02,66.49,10.64,2020-12-08 17:00:00
5.0,494.0,11.65,63.66,4.65,56.97,10.64,2020-12-08 18:00:00
5.0,507.36,12.85,50.07,2.95,53.87,11.27,2020-12-08 19:00:00
5.0,527.38,13.2,37.19,1.97,53.96,12.16,2020-12-08 20:00:00
5.0,540.73,12.34,30.76,1.74,55.18,12.67,2020-12-08 21:00:00
5.0,547.41,11.82,26.82,1.77,56.88,12.92,2020-12-08 22:00:00
5.0,554.09,11.48,23.96,1.83,58.92,13.55,2020-12-08 23:00:00
5.0,580.79,12.0,21.64,1.97,61.23,13.68,2020-12-09 00:00:00
5.0,640.87,14.4,17.52,2.5,64.83,13.68,2020-12-09 01:00:00
5.0,781.06,20.39,9.3,3.55,70.67,14.06,2020-12-09 02:00:00
5.0,934.6,19.71,11.62,4.53,76.36,14.19,2020-12-09 03:00:00
5.0,714.3,14.4,52.93,7.87,64.87,9.75,2020-12-09 04:00:00
5.0,654.22,11.14,85.12,8.35,64.14,8.87,2020-12-09 05:00:00
5.0,587.46,7.2,123.02,8.11,69.43,8.49,2020-12-09 06:00:00
5.0,323.77,1.52,127.32,5.96,51.24,2.09,2020-12-09 07:00:00
4.0,287.06,1.04,123.02,5.13,47.9,1.38,2020-12-09 08:00:00
4.0,280.38,1.08,121.59,4.83,46.86,1.44,2020-12-09 09:00:00
4.0,313.76,3.6,117.3,5.31,48.66,3.42,2020-12-09 10:00:00
5.0,383.85,8.57,108.72,6.44,53.41,6.4,2020-12-09 11:00:00
5.0,460.63,14.91,92.98,7.45,58.42,8.99,2020-12-09 12:00:00
5.0,540.73,19.02,75.82,8.46,64.6,11.4,2020-12-09 13:00:00
5.0,600.82,19.71,64.37,8.94,70.46,13.17,2020-12-09 14:00:00
5.0,627.52,18.68,58.65,8.7,73.47,13.55,2020-12-09 15:00:00
5.0,600.82,15.77,58.65,7.45,71.42,12.54,2020-12-09 16:00:00
5.0,560.76,13.71,61.51,6.14,68.45,11.53,2020-12-09 17:00:00
5.0,540.73,12.68,62.23,4.95,66.41,11.02,2020-12-09 18:00:00
5.0,527.38,12.0,57.22,3.46,63.23,10.89,2020-12-09 19:00:00
5.0,527.38,11.31,47.92,2.44,60.78,11.4,2020-12-09 20:00:00
5.0,527.38,10.45,40.05,2.12,59.35,11.91,2020-12-09 21:00:00
5.0,554.09,10.54,33.26,2.33,60.04,12.16,2020-12-09 22:00:00
5.0,607.49,11.65,29.33,3.13,63.0,12.03,2020-12-09 23:00:00
5.0,694.28,13.88,27.18,4.23,68.64,11.53,2020-12-10 00:00:00
5.0,781.06,16.45,26.11,5.36,75.56,11.02,2020-12-10 01:00:00
5.0,854.49,20.05,22.89,6.26,78.63,11.53,2020-12-10 02:00:00
5.0,921.25,20.39,24.32,6.86,79.37,12.16,2020-12-10 03:00:00
5.0,761.03,14.74,55.08,10.13,70.93,8.99,2020-12-10 04:00:00
5.0,694.28,11.48,86.55,11.09,71.98,8.87,2020-12-10 05:00:00
5.0,654.22,7.88,125.89,11.09,81.83,8.99,2020-12-10 06:00:00
5.0,370.5,1.91,138.76,11.44,64.56,2.47,2020-12-10 07:00:00
5.0,317.1,1.31,135.9,12.52,59.51,1.28,2020-12-10 08:00:00
5.0,307.08,1.41,137.33,14.07,60.03,1.0,2020-12-10 09:00:00
5.0,330.45,3.64,135.9,16.93,63.81,2.41,2020-12-10 10:00:00
5.0,387.19,8.05,128.75,20.03,69.72,4.94,2020-12-10 11:00:00
5.0,447.27,13.2,115.87,21.7,75.45,7.22,2020-12-10 12:00:00
5.0,507.36,15.94,103.0,21.7,81.18,9.25,2020-12-10 13:00:00
5.0,540.73,15.77,92.98,19.79,85.07,10.39,2020-12-10 14:00:00
5.0,554.09,14.05,82.97,15.97,85.49,10.89,2020-12-10 15:00:00
5.0,527.38,11.82,76.53,11.33,81.67,10.64,2020-12-10 16:00:00
5.0,514.03,10.8,73.67,8.23,77.23,10.51,2020-12-10 17:00:00
5.0,500.68,9.68,72.24,6.14,74.36,10.01,2020-12-10 18:00:00
5.0,467.3,7.54,72.24,4.83,74.33,9.25,2020-12-10 19:00:00
5.0,473.98,6.68,70.81,5.54,79.46,8.87,2020-12-10 20:00:00
5.0,547.41,7.54,67.95,7.27,88.8,8.61,2020-12-10 21:00:00
5.0,647.54,9.08,63.66,8.23,101.26,8.23,2020-12-10 22:00:00
5.0,754.36,10.54,57.94,7.75,114.51,7.47,2020-12-10 23:00:00
5.0,834.47,11.48,51.5,6.5,124.64,6.4,2020-12-11 00:00:00
5.0,847.82,11.82,47.92,5.13,125.44,5.95,2020-12-11 01:00:00
5.0,801.09,12.0,45.78,4.17,117.13,6.59,2020-12-11 02:00:00
5.0,700.95,10.54,50.78,3.31,107.22,6.27,2020-12-11 03:00:00
5.0,487.33,4.97,80.82,2.86,87.38,3.36,2020-12-11 04:00:00
5.0,407.22,2.96,98.71,2.86,78.98,3.07,2020-12-11 05:00:00
5.0,387.19,2.27,113.01,3.1,78.96,3.52,2020-12-11 06:00:00
5.0,307.08,1.15,120.16,4.17,60.98,1.43,2020-12-11 07:00:00
5.0,287.06,1.02,121.59,4.53,53.99,1.08,2020-12-11 08:00:00
5.0,287.06,1.18,124.45,4.77,52.65,1.19,2020-12-11 09:00:00
5.0,310.42,3.13,124.45,5.36,54.74,2.66,2020-12-11 10:00:00
5.0,363.83,6.86,120.16,6.14,59.44,5.0,2020-12-11 11:00:00
5.0,427.25,11.31,110.15,6.8,66.16,7.16,2020-12-11 12:00:00
5.0,494.0,13.02,100.14,7.27,77.22,8.87,2020-12-11 13:00:00
5.0,534.06,12.0,94.41,7.45,87.32,10.01,2020-12-11 14:00:00
5.0,547.41,10.28,90.12,7.33,93.57,10.26,2020-12-11 15:00:00
5.0,527.38,8.14,86.55,6.56,95.75,10.01,2020-12-11 16:00:00
5.0,507.36,7.37,79.39,5.84,95.61,10.01,2020-12-11 17:00:00
5.0,514.03,8.31,72.24,4.89,93.31,9.75,2020-12-11 18:00:00
5.0,520.71,9.25,66.52,3.82,87.32,8.87,2020-12-11 19:00:00
5.0,534.06,8.82,65.09,4.77,86.6,7.6,2020-12-11 20:00:00
5.0,600.82,9.34,67.23,7.39,97.32,6.4,2020-12-11 21:00:00
5.0,700.95,10.45,69.38,9.54,115.23,5.57,2020-12-11 22:00:00
5.0,761.03,10.71,69.38,9.78,131.71,4.69,2020-12-11 23:00:00
5.0,747.68,9.68,70.81,8.58,141.06,3.96,2020-12-12 00:00:00
5.0,680.92,8.14,73.67,6.62,138.74,3.58,2020-12-12 01:00:00
5.0,620.84,7.63,74.39,5.01,133.38,3.58,2020-12-12 02:00:00
5.0,580.79,7.63,73.67,3.99,130.23,3.17,2020-12-12 03:00:00
5.0,480.65,4.93,89.41,3.82,115.63,1.49,2020-12-12 04:00:00
5.0,440.6,3.38,105.86,4.35,110.4,1.58,2020-12-12 05:00:00
5.0,427.25,2.61,123.02,5.6,110.83,1.62,2020-12-12 06:00:00
5.0,350.48,1.3,133.04,6.14,90.7,0.04,2020-12-12 07:00:00
5.0,333.79,1.07,134.47,6.26,87.51,0.0,2020-12-12 08:00:00
5.0,340.46,1.18,138.76,6.62,92.34,0.0,2020-12-12 09:00:00
5.0,360.49,2.42,135.9,6.86,97.4,0.09,2020-12-12 10:00:00
5.0,390.53,4.97,125.89,6.91,101.13,1.98,2020-12-12 11:00:00
5.0,423.91,7.97,110.15,6.62,103.27,4.37,2020-12-12 12:00:00
5.0,460.63,10.28,94.41,6.2,107.71,6.78,2020-12-12 13:00:00
5.0,507.36,11.65,80.11,5.84,113.7,9.12,2020-12-12 14:00:00
5.0,540.73,12.17,67.95,5.6,118.8,10.77,2020-12-12 15:00:00
5.0,554.09,12.0,59.37,5.07,118.75,11.02,2020-12-12 16:00:00
5.0,534.06,11.48,55.79,4.41,111.49,10.77,2020-12-12 17:00:00
5.0,494.0,9.94,57.94,3.64,100.31,9.88,2020-12-12 18:00:00
5.0,447.27,6.77,69.38,3.67,97.44,7.85,2020-12-12 19:00:00
5.0,453.95,5.23,75.1,4.41,107.25,6.65,2020-12-12 20:00:00
5.0,500.68,5.27,75.1,5.31,119.55,5.76,2020-12-12 21:00:00
5.0,567.44,6.0,70.81,5.66,129.89,4.94,2020-12-12 22:00:00
5.0,634.19,6.77,64.37,5.19,138.48,4.02,2020-12-12 23:00:00
5.0,680.92,7.45,57.22,4.29,144.29,3.14,2020-12-13 00:00:00
5.0,707.63,8.23,51.5,3.46,147.61,2.82,2020-12-13 01:00:00
5.0,720.98,9.68,45.78,3.1,148.24,3.33,2020-12-13 02:00:00
5.0,720.98,10.45,44.35,2.95,147.41,3.9,2020-12-13 03:00:00
5.0,640.87,7.11,62.94,3.4,141.82,2.53,2020-12-13 04:00:00
5.0,600.82,5.14,82.97,3.93,142.22,2.5,2020-12-13 05:00:00
5.0,587.46,3.56,104.43,4.47,146.74,2.0,2020-12-13 06:00:00
5.0,453.95,1.5,124.45,5.01,130.35,0.12,2020-12-13 07:00:00
5.0,403.88,1.14,128.75,5.13,121.27,0.0,2020-12-13 08:00:00
5.0,387.19,1.22,127.32,5.19,116.47,0.0,2020-12-13 09:00:00
5.0,383.85,1.61,125.89,5.31,114.0,0.0,2020-12-13 10:00:00
5.0,390.53,2.46,121.59,5.48,115.42,0.0,2020-12-13 11:00:00
5.0,400.54,3.47,115.87,5.6,118.06,0.14,2020-12-13 12:00:00
5.0,440.6,6.08,101.57,5.48,122.6,3.2,2020-12-13 13:00:00
5.0,494.0,8.57,85.12,5.31,129.22,6.78,2020-12-13 14:00:00
5.0,540.73,9.51,75.1,5.19,134.7,8.87,2020-12-13 15:00:00
5.0,560.76,9.6,67.23,4.83,138.29,9.88,2020-12-13 16:00:00
5.0,560.76,9.34,62.23,4.11,137.86,9.88,2020-12-13 17:00:00
5.0,534.06,8.31,62.23,3.37,134.74,8.87,2020-12-13 18:00:00
5.0,494.0,6.26,67.95,3.37,132.82,7.03,2020-12-13 19:00:00
5.0,487.33,4.84,75.1,4.23,134.37,5.95,2020-12-13 20:00:00
5.0,514.03,4.46,80.11,5.31,137.11,5.07,2020-12-13 21:00:00
5.0,554.09,4.76,80.82,6.02,138.4,4.56,2020-12-13 22:00:00
5.0,587.46,5.18,78.68,6.26,138.04,4.69,2020-12-13 23:00:00
5.0,600.82,5.66,75.82,6.32,135.79,4.81,2020-12-14 00:00:00
5.0,600.82,6.43,72.96,6.5,131.27,4.75,2020-12-14 01:00:00
5.0,600.82,8.05,69.38,6.97,127.68,4.62,2020-12-14 02:00:00
5.0,614.17,9.51,65.8,7.09,124.93,4.24,2020-12-14 03:00:00
5.0,554.09,7.2,81.54,7.99,118.31,2.88,2020-12-14 04:00:00
5.0,527.38,5.66,97.28,9.18,117.83,2.12,2020-12-14 05:00:00
5.0,527.38,4.67,117.3,10.49,122.23,1.39,2020-12-14 06:00:00
5.0,447.27,2.1,133.04,7.75,128.88,0.0,2020-12-14 07:00:00
5.0,423.91,1.52,134.47,6.68,129.22,0.0,2020-12-14 08:00:00
5.0,420.57,1.61,137.33,6.44,127.4,0.0,2020-12-14 09:00:00
5.0,507.36,8.23,120.16,6.8,131.12,3.26,2020-12-14 10:00:00
5.0,634.19,18.34,97.28,6.97,137.74,8.99,2020-12-14 11:00:00
5.0,754.36,28.79,74.39,6.74,144.25,12.54,2020-12-14 12:00:00
5.0,894.55,38.04,51.5,6.91,151.67,15.96,2020-12-14 13:00:00
5.0,1028.06,41.81,36.12,7.15,161.29,16.97,2020-12-14 14:00:00
5.0,1081.47,39.07,31.11,7.03,167.56,16.47,2020-12-14 15:00:00
5.0,894.55,23.65,52.93,6.38,153.62,13.17,2020-12-14 16:00:00
5.0,720.98,15.25,63.66,5.07,135.84,11.02,2020-12-14 17:00:00
5.0,587.46,10.03,72.24,3.99,125.45,9.25,2020-12-14 18:00:00
5.0,480.65,4.41,92.98,3.82,128.8,4.56,2020-12-14 19:00:00
5.0,473.98,3.04,100.14,3.73,135.58,4.02,2020-12-14 20:00:00
5.0,487.33,2.7,98.71,3.7,139.66,3.74,2020-12-14 21:00:00
5.0,507.36,2.72,94.41,3.79,140.88,3.07,2020-12-14 22:00:00
5.0,527.38,2.91,88.69,4.05,140.08,2.22,2020-12-14 23:00:00
5.0,554.09,3.34,83.69,4.47,139.61,1.65,2020-12-15 00:00:00
5.0,574.11,4.16,78.68,4.95,139.46,1.54,2020-12-15 01:00:00
5.0,594.14,5.57,72.24,5.42,138.47,1.68,2020-12-15 02:00:00
5.0,607.49,6.68,67.95,5.96,135.52,2.0,2020-12-15 03:00:00
