aqi,CO,no2,o3,so2,pm2_5,nh3,dt
5.0,634.19,6.51,28.25,2.98,98.62,2.09,2020-12-01 00:00:00
5.0,647.54,7.03,28.25,3.99,98.8,2.19,2020-12-01 01:00:00
5.0,680.92,9.0,27.18,4.95,97.79,2.47,2020-12-01 02:00:00
5.0,700.95,9.43,35.76,6.56,100.17,2.88,2020-12-01 03:00:00
5.0,580.79,4.71,98.71,14.31,115.11,1.06,2020-12-01 04:00:00
5.0,507.36,3.34,113.01,12.28,103.42,0.95,2020-12-01 05:00:00
5.0,433.92,2.57,121.59,11.44,88.61,1.0,2020-12-01 06:00:00
5.0,347.14,1.97,120.16,11.44,70.18,0.26,2020-12-01 07:00:00
5.0,320.44,1.95,115.87,11.09,61.86,0.2,2020-12-01 08:00:00
5.0,313.76,2.01,115.87,10.85,58.81,0.35,2020-12-01 09:00:00
5.0,380.52,8.05,98.71,9.3,60.95,3.8,2020-12-01 10:00:00
5.0,494.0,17.48,78.68,7.39,67.08,7.79,2020-12-01 11:00:00
5.0,600.82,27.42,56.51,6.38,72.79,10.26,2020-12-01 12:00:00
5.0,674.25,31.19,38.98,6.26,77.65,13.17,2020-12-01 13:00:00
5.0,741.01,31.19,28.25,6.38,84.1,15.71,2020-12-01 14:00:00
5.0,814.44,30.85,20.92,6.08,91.31,15.71,2020-12-01 15:00:00
5.0,894.55,30.85,14.48,5.25,97.96,13.05,2020-12-01 16:00:00
5.0,988.01,34.27,7.51,4.41,105.4,10.26,2020-12-01 17:00:00
5.0,1054.76,38.39,5.32,3.79,109.01,9.5,2020-12-01 18:00:00
5.0,988.01,34.62,9.3,3.31,103.64,9.12,2020-12-01 19:00:00
5.0,894.55,26.39,11.0,2.33,99.6,6.27,2020-12-01 20:00:00
5.0,787.74,18.34,12.88,1.79,95.15,4.56,2020-12-01 21:00:00
5.0,680.92,12.34,15.38,1.51,91.14,3.55,2020-12-01 22:00:00
5.0,614.17,9.08,17.17,1.36,88.77,3.1,2020-12-01 23:00:00
5.0,580.79,8.05,17.52,1.28,87.92,3.04,2020-12-02 00:00:00
5.0,587.46,8.91,16.45,1.54,87.99,3.07,2020-12-02 01:00:00
5.0,640.87,12.34,14.84,2.24,90.27,3.67,2020-12-02 02:00:00
5.0,694.28,12.34,22.89,2.74,93.29,5.0,2020-12-02 03:00:00
5.0,473.98,5.31,87.26,5.6,87.01,1.79,2020-12-02 04:00:00
5.0,473.98,3.9,108.72,11.33,103.91,0.87,2020-12-02 05:00:00
5.0,487.33,3.38,134.47,17.17,122.71,0.4,2020-12-02 06:00:00
5.0,403.88,6.0,158.79,34.33,141.82,0.0,2020-12-02 07:00:00
5.0,363.83,2.87,174.52,26.46,125.21,0.0,2020-12-02 08:00:00
5.0,350.48,2.01,168.8,18.36,110.57,0.0,2020-12-02 09:00:00
5.0,397.21,5.48,150.2,12.52,108.42,1.03,2020-12-02 10:00:00
5.0,487.33,11.14,127.32,8.82,109.6,5.64,2020-12-02 11:00:00
5.0,567.44,17.48,98.71,6.8,109.55,8.49,2020-12-02 12:00:00
5.0,627.52,20.56,76.53,6.32,111.12,10.89,2020-12-02 13:00:00
5.0,700.95,21.59,62.94,6.44,114.02,12.67,2020-12-02 14:00:00
5.0,754.36,21.08,55.79,6.32,115.92,13.05,2020-12-02 15:00:00
5.0,787.74,21.42,51.5,5.84,117.69,12.41,2020-12-02 16:00:00
5.0,834.47,24.33,43.63,5.01,121.14,12.54,2020-12-02 17:00:00
5.0,867.84,26.05,35.41,3.64,122.58,12.16,2020-12-02 18:00:00
5.0,734.33,18.85,42.2,2.8,115.92,9.12,2020-12-02 19:00:00
5.0,667.57,13.54,41.13,2.15,115.77,6.9,2020-12-02 20:00:00
5.0,647.54,10.8,35.76,1.76,120.29,5.19,2020-12-02 21:00:00
5.0,634.19,9.68,28.25,1.39,123.35,4.43,2020-12-02 22:00:00
5.0,614.17,9.34,20.56,1.1,122.67,4.18,2020-12-02 23:00:00
5.0,594.14,9.77,15.38,1.03,120.55,4.24,2020-12-03 00:00:00
5.0,620.84,12.17,9.21,1.31,119.87,4.05,2020-12-03 01:00:00
5.0,727.65,16.45,3.67,2.18,121.84,5.19,2020-12-03 02:00:00
5.0,847.82,16.62,11.8,3.07,123.23,7.85,2020-12-03 03:00:00
5.0,487.33,6.77,104.43,6.32,103.64,2.28,2020-12-03 04:00:00
5.0,473.98,4.5,123.02,5.78,102.57,2.91,2020-12-03 05:00:00
5.0,467.3,2.91,141.62,8.7,108.09,2.5,2020-12-03 06:00:00
5.0,367.17,1.48,144.48,15.74,97.37,0.08,2020-12-03 07:00:00
5.0,347.14,1.26,144.48,14.78,91.04,0.0,2020-12-03 08:00:00
5.0,343.8,1.24,141.62,12.99,90.62,0.03,2020-12-03 09:00:00
5.0,413.9,5.74,128.75,11.44,96.69,3.26,2020-12-03 10:00:00
5.0,520.71,12.34,114.44,10.25,107.53,6.9,2020-12-03 11:00:00
5.0,607.49,19.02,95.84,9.42,115.56,9.25,2020-12-03 12:00:00
5.0,667.57,20.91,78.68,8.82,121.36,11.02,2020-12-03 13:00:00
5.0,727.65,20.22,65.8,7.87,125.58,12.54,2020-12-03 14:00:00
5.0,781.06,19.54,54.36,6.74,128.92,13.55,2020-12-03 15:00:00
5.0,841.14,19.88,42.56,5.78,131.56,14.69,2020-12-03 16:00:00
5.0,907.9,22.62,31.83,5.66,134.99,17.23,2020-12-03 17:00:00
5.0,947.95,26.05,25.03,5.72,136.5,21.28,2020-12-03 18:00:00
5.0,921.25,27.76,23.96,5.25,134.92,25.59,2020-12-03 19:00:00
5.0,881.2,25.71,24.32,4.59,133.04,27.61,2020-12-03 20:00:00
5.0,841.14,21.94,23.6,3.87,131.5,26.85,2020-12-03 21:00:00
5.0,794.41,17.99,22.71,2.92,129.2,22.55,2020-12-03 22:00:00
5.0,754.36,15.25,21.64,2.38,126.76,19.25,2020-12-03 23:00:00
5.0,734.33,14.4,19.67,2.53,125.25,16.72,2020-12-04 00:00:00
5.0,774.38,16.79,14.31,3.22,127.96,13.81,2020-12-04 01:00:00
5.0,907.9,22.28,6.8,4.41,135.45,11.91,2020-12-04 02:00:00
5.0,1068.12,22.28,12.88,6.8,148.12,12.54,2020-12-04 03:00:00
5.0,674.25,8.48,83.69,28.13,140.74,5.57,2020-12-04 04:00:00
5.0,607.49,4.5,103.0,19.31,125.3,6.9,2020-12-04 05:00:00
5.0,554.09,2.55,111.58,12.4,115.05,6.9,2020-12-04 06:00:00
5.0,447.27,1.44,115.87,7.63,96.84,4.12,2020-12-04 07:00:00
5.0,393.87,1.16,117.3,5.96,88.58,2.76,2020-12-04 08:00:00
5.0,373.84,1.08,118.73,5.25,85.49,2.34,2020-12-04 09:00:00
5.0,447.27,6.86,107.29,5.19,89.01,5.7,2020-12-04 10:00:00
5.0,560.76,14.57,92.98,5.13,96.18,9.5,2020-12-04 11:00:00
5.0,647.54,22.62,70.81,5.19,100.95,12.03,2020-12-04 12:00:00
5.0,707.63,26.05,52.93,5.72,104.86,14.82,2020-12-04 13:00:00
5.0,794.41,29.47,39.7,6.91,111.11,19.0,2020-12-04 14:00:00
5.0,934.6,37.36,26.11,8.58,120.58,25.33,2020-12-04 15:00:00
5.0,1081.47,47.3,16.81,9.06,131.44,30.15,2020-12-04 16:00:00
5.0,1188.28,51.41,10.82,6.86,140.57,27.36,2020-12-04 17:00:00
5.0,1174.93,46.61,8.76,4.05,143.23,21.28,2020-12-04 18:00:00
5.0,947.95,28.45,21.28,2.5,134.3,14.44,2020-12-04 19:00:00
5.0,881.2,20.74,21.99,1.7,134.78,7.79,2020-12-04 20:00:00
5.0,834.47,15.77,21.64,1.46,138.11,4.88,2020-12-04 21:00:00
5.0,794.41,12.51,20.92,1.28,140.65,4.31,2020-12-04 22:00:00
5.0,761.03,10.54,18.42,1.03,141.88,3.8,2020-12-04 23:00:00
5.0,720.98,9.51,16.45,0.92,142.07,3.48,2020-12-05 00:00:00
5.0,720.98,10.37,13.77,1.1,144.07,3.23,2020-12-05 01:00:00
5.0,774.38,14.57,11.09,1.8,145.73,4.62,2020-12-05 02:00:00
5.0,807.76,15.08,21.64,2.59,146.6,7.09,2020-12-05 03:00:00
5.0,627.52,6.77,82.25,5.9,130.76,3.61,2020-12-05 04:00:00
5.0,614.17,4.71,107.29,6.32,131.31,4.05,2020-12-05 05:00:00
5.0,607.49,3.38,130.18,6.38,136.43,4.43,2020-12-05 06:00:00
5.0,440.6,1.63,143.05,7.57,101.1,0.18,2020-12-05 07:00:00
5.0,400.54,1.33,144.48,6.2,91.97,0.0,2020-12-05 08:00:00
5.0,390.53,1.25,144.48,5.13,89.7,0.0,2020-12-05 09:00:00
5.0,417.23,3.47,134.47,4.71,91.5,1.85,2020-12-05 10:00:00
5.0,473.98,7.11,123.02,4.65,97.45,5.0,2020-12-05 11:00:00
5.0,527.38,11.14,107.29,4.53,104.1,6.9,2020-12-05 12:00:00
5.0,594.14,14.4,85.12,4.47,112.43,9.25,2020-12-05 13:00:00
5.0,674.25,16.97,65.8,4.53,122.08,11.65,2020-12-05 14:00:00
5.0,761.03,19.36,51.5,4.35,129.24,13.3,2020-12-05 15:00:00
5.0,841.14,22.62,37.91,3.99,135.39,14.19,2020-12-05 16:00:00
5.0,907.9,25.36,28.61,3.67,140.07,14.82,2020-12-05 17:00:00
5.0,934.6,27.08,23.6,3.16,142.66,15.33,2020-12-05 18:00:00
5.0,907.9,26.05,23.25,2.35,141.31,15.2,2020-12-05 19:00:00
5.0,867.84,23.99,22.35,1.58,140.41,13.68,2020-12-05 20:00:00
5.0,827.79,20.56,21.99,1.09,139.79,11.65,2020-12-05 21:00:00
5.0,774.38,16.11,22.89,0.91,136.86,9.37,2020-12-05 22:00:00
5.0,747.68,14.22,18.6,0.8,135.64,8.49,2020-12-05 23:00:00
5.0,720.98,13.2,17.52,0.89,134.25,8.49,2020-12-06 00:00:00
5.0,714.3,14.22,16.63,1.25,133.0,8.99,2020-12-06 01:00:00
5.0,774.38,18.68,11.36,1.94,133.59,10.39,2020-12-06 02:00:00
5.0,834.47,18.85,17.52,2.53,134.56,10.77,2020-12-06 03:00:00
5.0,514.03,5.91,97.28,4.41,113.38,2.6,2020-12-06 04:00:00
5.0,514.03,3.77,115.87,3.87,115.23,3.83,2020-12-06 05:00:00
5.0,527.38,2.53,130.18,3.16,119.16,5.57,2020-12-06 06:00:00
5.0,397.21,1.01,131.61,2.68,94.4,1.24,2020-12-06 07:00:00
5.0,363.83,0.86,128.75,2.53,85.07,0.83,2020-12-06 08:00:00
5.0,353.81,0.87,127.32,2.62,82.67,0.8,2020-12-06 09:00:00
5.0,403.88,4.84,115.87,3.04,86.1,4.18,2020-12-06 10:00:00
5.0,494.0,10.71,104.43,3.34,93.98,8.61,2020-12-06 11:00:00
5.0,580.79,17.31,83.69,3.49,101.5,11.65,2020-12-06 12:00:00
5.0,647.54,21.42,60.8,3.87,108.3,15.45,2020-12-06 13:00:00
5.0,741.01,26.05,43.63,4.77,116.24,19.76,2020-12-06 14:00:00
5.0,867.84,33.59,29.33,5.48,122.68,23.05,2020-12-06 15:00:00
5.0,907.9,35.3,21.82,4.83,120.59,22.8,2020-12-06 16:00:00
5.0,854.49,29.82,19.13,3.19,111.78,17.23,2020-12-06 17:00:00
5.0,761.03,22.62,20.92,2.33,102.94,13.05,2020-12-06 18:00:00
5.0,587.46,12.68,40.77,2.86,92.53,8.99,2020-12-06 19:00:00
5.0,540.73,9.94,42.56,2.41,88.84,5.0,2020-12-06 20:00:00
5.0,520.71,8.4,40.05,2.12,86.69,3.55,2020-12-06 21:00:00
5.0,514.03,7.88,32.9,1.71,86.75,3.8,2020-12-06 22:00:00
5.0,514.03,7.88,24.32,1.39,88.5,4.62,2020-12-06 23:00:00
5.0,520.71,8.4,19.85,1.55,91.44,5.83,2020-12-07 00:00:00
5.0,560.76,10.88,15.02,2.03,94.59,6.27,2020-12-07 01:00:00
5.0,674.25,16.62,7.06,2.65,99.91,5.07,2020-12-07 02:00:00
5.0,787.74,17.31,11.8,3.55,104.8,6.14,2020-12-07 03:00:00
5.0,520.71,7.03,77.96,9.18,95.23,1.36,2020-12-07 04:00:00
5.0,507.36,4.93,101.57,8.58,96.77,2.28,2020-12-07 05:00:00
5.0,480.65,2.91,120.16,7.75,96.98,2.5,2020-12-07 06:00:00
5.0,330.45,1.11,121.59,4.41,64.8,0.06,2020-12-07 07:00:00
5.0,297.07,0.92,120.16,3.87,57.14,0.0,2020-12-07 08:00:00
5.0,293.73,1.03,121.59,3.19,56.71,0.0,2020-12-07 09:00:00
5.0,357.15,5.1,115.87,2.62,63.24,2.85,2020-12-07 10:00:00
5.0,453.95,11.31,107.29,3.43,75.59,6.78,2020-12-07 11:00:00
5.0,540.73,17.65,92.98,5.42,88.16,8.87,2020-12-07 12:00:00
5.0,607.49,20.05,82.97,8.11,100.72,10.01,2020-12-07 13:00:00
5.0,680.92,21.59,73.67,9.66,110.44,10.77,2020-12-07 14:00:00
5.0,747.68,23.31,62.94,10.25,116.41,11.15,2020-12-07 15:00:00
5.0,801.09,25.71,48.64,9.06,118.24,12.92,2020-12-07 16:00:00
5.0,854.49,27.42,35.05,6.68,117.83,14.95,2020-12-07 17:00:00
5.0,854.49,25.71,28.97,4.23,112.17,15.45,2020-12-07 18:00:00
5.0,781.06,20.39,30.4,2.56,101.95,14.06,2020-12-07 19:00:00
5.0,727.65,15.42,31.11,2.21,95.44,11.53,2020-12-07 20:00:00
5.0,680.92,11.82,37.19,2.44,90.96,8.61,2020-12-07 21:00:00
5.0,620.84,9.17,45.06,2.77,85.86,5.89,2020-12-07 22:00:00
5.0,594.14,8.14,43.63,2.62,83.15,3.74,2020-12-07 23:00:00
5.0,567.44,7.63,41.49,2.68,81.54,2.66,2020-12-08 00:00:00
5.0,567.44,8.48,37.91,3.07,80.62,2.47,2020-12-08 01:00:00
5.0,600.82,11.82,34.33,4.41,80.17,3.36,2020-12-08 02:00:00
5.0,627.52,13.37,40.05,6.91,79.21,4.81,2020-12-08 03:00:00
5.0,507.36,8.65,73.67,14.54,70.17,2.88,2020-12-08 04:00:00
5.0,487.33,6.6,98.71,14.54,72.5,2.53,2020-12-08 05:00:00
5.0,460.63,4.03,127.32,13.95,79.39,2.66,2020-12-08 06:00:00
5.0,337.12,1.69,128.75,10.49,60.75,0.9,2020-12-08 07:00:00
5.0,300.41,1.31,127.32,7.75,54.26,0.62,2020-12-08 08:00:00
5.0,297.07,1.3,125.89,7.15,55.13,0.67,2020-12-08 09:00:00
5.0,383.85,7.97,113.01,7.21,59.73,4.88,2020-12-08 10:00:00
5.0,520.71,18.34,98.71,7.33,66.26,10.39,2020-12-08 11:00:00
5.0,660.9,30.85,77.25,7.99,72.64,16.47,2020-12-08 12:00:00
5.0,774.38,38.39,55.08,9.42,78.7,23.56,2020-12-08 13:00:00
5.0,921.25,45.24,34.33,9.06,88.05,25.08,2020-12-08 14:00:00
5.0,1028.06,49.35,21.1,6.68,98.3,22.29,2020-12-08 15:00:00
5.0,921.25,35.99,27.18,5.19,97.51,18.49,2020-12-08 16:00:00
5.0,781.06,23.65,39.7,6.5,93.3,15.58,2020-12-08 17:00:00
5.0,674.25,16.45,53.64,8.23,88.26,13.05,2020-12-08 18:00:00
5.0,600.82,13.02,57.22,6.5,83.29,11.78,2020-12-08 19:00:00
5.0,574.11,11.48,48.64,3.58,80.52,11.78,2020-12-08 20:00:00
5.0,560.76,10.63,40.05,2.18,78.86,11.02,2020-12-08 21:00:00
5.0,554.09,10.37,32.9,1.64,77.75,10.26,2020-12-08 22:00:00
5.0,547.41,10.54,26.82,1.49,76.86,10.77,2020-12-08 23:00:00
5.0,560.76,11.82,21.28,1.65,76.9,13.17,2020-12-09 00:00:00
5.0,607.49,15.08,13.77,2.24,79.08,15.07,2020-12-09 01:00:00
5.0,741.01,20.56,4.92,2.92,83.58,13.17,2020-12-09 02:00:00
5.0,881.2,19.88,9.92,3.52,86.92,12.67,2020-12-09 03:00:00
5.0,534.06,9.85,95.84,10.13,71.28,6.33,2020-12-09 04:00:00
5.0,554.09,7.88,120.16,10.37,79.72,6.9,2020-12-09 05:00:00
5.0,574.11,5.27,151.63,10.49,95.79,7.09,2020-12-09 06:00:00
5.0,380.52,1.86,147.34,14.66,76.68,1.73,2020-12-09 07:00:00
5.0,327.11,1.36,138.76,12.16,64.8,1.12,2020-12-09 08:00:00
5.0,317.1,1.39,137.33,12.04,64.0,1.12,2020-12-09 09:00:00
5.0,400.54,8.14,123.02,11.68,67.45,5.07,2020-12-09 10:00:00
5.0,534.06,18.68,103.0,10.61,74.24,9.5,2020-12-09 11:00:00
5.0,674.25,31.53,77.25,10.01,80.44,13.05,2020-12-09 12:00:00
5.0,787.74,39.76,53.64,10.61,86.23,17.99,2020-12-09 13:00:00
5.0,934.6,47.98,35.41,11.33,94.78,23.05,2020-12-09 14:00:00
5.0,1081.47,56.21,21.46,11.09,104.27,27.61,2020-12-09 15:00:00
5.0,1121.52,54.84,16.99,9.18,110.26,28.63,2020-12-09 16:00:00
5.0,1068.12,45.24,17.35,6.62,113.57,25.59,2020-12-09 17:00:00
5.0,961.3,33.24,21.64,4.77,112.85,23.05,2020-12-09 18:00:00
5.0,660.9,13.71,55.08,4.05,102.72,14.95,2020-12-09 19:00:00
5.0,580.79,9.17,56.51,2.71,99.15,10.77,2020-12-09 20:00:00
5.0,547.41,7.8,52.21,2.09,96.26,8.61,2020-12-09 21:00:00
5.0,534.06,7.37,46.49,1.8,93.92,7.79,2020-12-09 22:00:00
5.0,520.71,7.11,43.63,1.68,90.71,7.35,2020-12-09 23:00:00
5.0,500.68,7.03,43.63,1.67,86.47,6.97,2020-12-10 00:00:00
5.0,500.68,7.97,44.7,1.94,82.48,6.9,2020-12-10 01:00:00
5.0,534.06,11.65,42.56,2.56,80.13,8.04,2020-12-10 02:00:00
5.0,567.44,14.4,45.78,3.34,77.09,8.36,2020-12-10 03:00:00
5.0,467.3,8.65,85.12,4.83,66.85,4.75,2020-12-10 04:00:00
5.0,467.3,7.03,103.0,4.95,68.51,4.75,2020-12-10 05:00:00
5.0,460.63,4.63,128.75,5.01,74.34,4.62,2020-12-10 06:00:00
5.0,357.15,1.71,140.19,10.49,71.41,1.49,2020-12-10 07:00:00
5.0,337.12,1.37,138.76,12.4,71.07,0.97,2020-12-10 08:00:00
5.0,333.79,1.46,137.33,11.8,70.2,1.06,2020-12-10 09:00:00
5.0,423.91,9.08,120.16,10.49,73.68,5.07,2020-12-10 10:00:00
5.0,567.44,20.91,97.28,9.3,80.49,9.5,2020-12-10 11:00:00
5.0,707.63,34.27,69.38,8.58,86.64,13.17,2020-12-10 12:00:00
5.0,807.76,41.47,43.99,8.58,92.16,16.97,2020-12-10 13:00:00
5.0,894.55,43.53,29.68,7.63,100.35,17.23,2020-12-10 14:00:00
5.0,921.25,38.39,30.76,6.44,109.4,15.45,2020-12-10 15:00:00
5.0,680.92,16.97,73.67,6.44,118.87,11.65,2020-12-10 16:00:00
5.0,620.84,10.8,87.98,6.56,132.84,10.01,2020-12-10 17:00:00
5.0,607.49,8.48,94.41,7.33,141.78,8.74,2020-12-10 18:00:00
5.0,580.79,6.68,94.41,7.39,143.28,7.09,2020-12-10 19:00:00
5.0,547.41,5.4,90.12,6.32,139.98,5.57,2020-12-10 20:00:00
5.0,527.38,4.8,84.4,5.13,134.98,4.43,2020-12-10 21:00:00
5.0,520.71,4.63,76.53,3.93,130.0,3.67,2020-12-10 22:00:00
5.0,520.71,4.88,65.8,2.77,127.48,3.17,2020-12-10 23:00:00
5.0,534.06,5.48,54.36,1.97,125.18,2.82,2020-12-11 00:00:00
5.0,554.09,7.03,43.99,1.7,123.79,2.88,2020-12-11 01:00:00
5.0,594.14,10.45,35.41,2.0,122.26,3.64,2020-12-11 02:00:00
5.0,607.49,11.48,37.19,2.33,116.78,4.31,2020-12-11 03:00:00
5.0,494.0,5.83,72.24,3.01,98.09,1.98,2020-12-11 04:00:00
5.0,467.3,3.98,94.41,3.28,95.15,1.93,2020-12-11 05:00:00
5.0,467.3,2.87,113.01,3.31,98.99,1.98,2020-12-11 06:00:00
5.0,373.84,1.37,130.18,5.9,88.51,0.03,2020-12-11 07:00:00
5.0,343.8,1.19,133.04,7.03,83.98,0.0,2020-12-11 08:00:00
5.0,340.46,1.32,134.47,7.27,84.37,0.0,2020-12-11 09:00:00
5.0,433.92,8.82,118.73,7.09,90.34,2.85,2020-12-11 10:00:00
5.0,567.44,20.39,97.28,6.56,98.73,7.41,2020-12-11 11:00:00
5.0,680.92,31.87,74.39,6.38,105.32,10.89,2020-12-11 12:00:00
5.0,747.68,36.33,55.79,6.32,112.36,13.55,2020-12-11 13:00:00
5.0,774.38,32.56,50.07,5.84,119.97,12.67,2020-12-11 14:00:00
5.0,747.68,24.33,58.65,5.54,127.12,10.89,2020-12-11 15:00:00
5.0,520.71,8.05,111.58,6.2,134.9,4.88,2020-12-11 16:00:00
5.0,527.38,6.94,113.01,6.8,144.45,5.07,2020-12-11 17:00:00
5.0,540.73,6.86,107.29,7.33,150.29,4.81,2020-12-11 18:00:00
5.0,534.06,5.83,101.57,6.86,152.33,3.83,2020-12-11 19:00:00
5.0,514.03,4.41,95.84,5.6,152.94,2.41,2020-12-11 20:00:00
5.0,500.68,3.64,89.41,4.41,151.85,1.33,2020-12-11 21:00:00
5.0,494.0,3.26,83.69,3.61,150.31,0.94,2020-12-11 22:00:00
5.0,494.0,3.26,74.39,2.74,148.12,1.03,2020-12-11 23:00:00
5.0,494.0,3.51,65.8,2.06,145.69,1.08,2020-12-12 00:00:00
5.0,507.36,4.24,57.22,1.68,143.03,1.16,2020-12-12 01:00:00
5.0,520.71,5.83,52.21,1.8,140.47,1.46,2020-12-12 02:00:00
5.0,514.03,6.17,58.65,2.24,135.38,1.65,2020-12-12 03:00:00
5.0,467.3,3.86,87.98,3.28,129.28,0.09,2020-12-12 04:00:00
5.0,453.95,2.74,104.43,3.37,129.32,0.01,2020-12-12 05:00:00
5.0,460.63,1.99,115.87,3.1,130.69,0.44,2020-12-12 06:00:00
5.0,387.19,1.1,127.32,5.36,113.46,0.0,2020-12-12 07:00:00
5.0,370.5,1.03,128.75,6.08,110.88,0.0,2020-12-12 08:00:00
5.0,373.84,1.19,130.18,6.14,114.39,0.0,2020-12-12 09:00:00
5.0,407.22,3.47,124.45,6.32,122.23,0.0,2020-12-12 10:00:00
5.0,467.3,8.05,114.44,6.8,133.57,0.38,2020-12-12 11:00:00
5.0,534.06,13.02,103.0,7.63,143.21,2.47,2020-12-12 12:00:00
5.0,580.79,15.08,94.41,9.06,153.89,4.24,2020-12-12 13:00:00
5.0,587.46,13.2,92.98,10.61,162.26,4.56,2020-12-12 14:00:00
5.0,560.76,9.94,98.71,11.21,163.76,3.74,2020-12-12 15:00:00
5.0,514.03,6.6,103.0,9.06,158.83,2.95,2020-12-12 16:00:00
5.0,500.68,5.36,100.14,6.32,156.2,2.88,2020-12-12 17:00:00
5.0,494.0,4.58,97.28,5.31,154.11,2.38,2020-12-12 18:00:00
5.0,487.33,3.86,94.41,4.53,150.99,1.84,2020-12-12 19:00:00
5.0,480.65,3.3,90.12,3.58,150.03,1.28,2020-12-12 20:00:00
5.0,480.65,3.09,84.4,2.83,151.34,1.06,2020-12-12 21:00:00
5.0,480.65,3.09,78.68,2.38,152.62,1.2,2020-12-12 22:00:00
5.0,494.0,3.34,70.1,2.03,153.57,1.47,2020-12-12 23:00:00
5.0,507.36,3.77,60.08,1.74,154.46,1.63,2020-12-13 00:00:00
5.0,520.71,4.76,50.78,1.59,154.53,1.84,2020-12-13 01:00:00
5.0,554.09,6.77,43.99,1.82,154.22,2.34,2020-12-13 02:00:00
5.0,567.44,7.71,44.7,2.18,152.85,2.72,2020-12-13 03:00:00
5.0,514.03,4.41,75.1,2.89,145.78,0.23,2020-12-13 04:00:00
5.0,507.36,3.3,90.12,2.95,145.61,0.15,2020-12-13 05:00:00
5.0,507.36,2.44,104.43,2.83,146.15,0.44,2020-12-13 06:00:00
5.0,440.6,1.22,121.59,3.93,135.12,0.0,2020-12-13 07:00:00
5.0,427.25,1.09,125.89,4.53,135.92,0.0,2020-12-13 08:00:00
5.0,427.25,1.23,127.32,4.59,137.77,0.0,2020-12-13 09:00:00
5.0,453.95,3.34,120.16,4.47,141.05,0.0,2020-12-13 10:00:00
5.0,494.0,7.11,107.29,4.23,145.49,0.67,2020-12-13 11:00:00
5.0,534.06,10.97,92.98,4.05,147.79,3.14,2020-12-13 12:00:00
5.0,560.76,12.17,84.4,3.79,151.11,4.81,2020-12-13 13:00:00
5.0,567.44,10.37,85.83,3.82,156.87,5.26,2020-12-13 14:00:00
5.0,554.09,7.88,94.41,4.65,161.81,4.75,2020-12-13 15:00:00
5.0,534.06,5.66,103.0,5.78,162.57,3.9,2020-12-13 16:00:00
5.0,540.73,5.57,97.28,5.19,160.58,4.88,2020-12-13 17:00:00
5.0,534.06,5.48,91.55,4.35,156.39,5.13,2020-12-13 18:00:00
5.0,520.71,4.8,88.69,3.79,151.54,4.24,2020-12-13 19:00:00
5.0,507.36,4.07,86.55,3.43,148.21,3.26,2020-12-13 20:00:00
5.0,507.36,3.56,85.12,3.13,147.84,2.69,2020-12-13 21:00:00
5.0,514.03,3.21,82.97,2.98,146.55,2.31,2020-12-13 22:00:00
5.0,514.03,3.17,77.25,2.68,144.93,2.06,2020-12-13 23:00:00
5.0,520.71,3.43,68.67,2.27,142.03,1.87,2020-12-14 00:00:00
5.0,534.06,4.24,59.37,1.97,140.13,1.9,2020-12-14 01:00:00
5.0,560.76,5.91,52.21,2.03,136.64,2.31,2020-12-14 02:00:00
5.0,567.44,6.94,51.5,2.24,131.69,2.66,2020-12-14 03:00:00
5.0,507.36,4.63,75.82,2.92,118.81,1.74,2020-12-14 04:00:00
5.0,500.68,3.38,92.98,3.46,119.68,1.44,2020-12-14 05:00:00
5.0,507.36,2.34,110.15,3.93,125.05,0.91,2020-12-14 06:00:00
5.0,460.63,1.27,134.47,4.59,132.6,0.0,2020-12-14 07:00:00
5.0,453.95,1.26,144.48,5.96,139.53,0.0,2020-12-14 08:00:00
5.0,460.63,1.56,154.5,8.94,147.87,0.0,2020-12-14 09:00:00
5.0,480.65,3.17,161.65,12.28,157.31,0.0,2020-12-14 10:00:00
5.0,507.36,5.66,161.65,14.31,166.93,0.0,2020-12-14 11:00:00
5.0,534.06,8.05,157.36,15.14,173.59,0.0,2020-12-14 12:00:00
5.0,554.09,8.65,154.5,15.97,177.14,0.05,2020-12-14 13:00:00
5.0,560.76,8.14,147.34,15.74,175.97,1.24,2020-12-14 14:00:00
5.0,567.44,7.37,133.04,12.76,170.9,2.5,2020-12-14 15:00:00
5.0,567.44,6.34,121.59,8.7,164.57,3.36,2020-12-14 16:00:00
5.0,574.11,5.83,114.44,6.32,159.42,4.24,2020-12-14 17:00:00
5.0,574.11,5.57,108.72,5.19,156.67,4.31,2020-12-14 18:00:00
5.0,567.44,4.88,105.86,4.47,154.6,3.45,2020-12-14 19:00:00
5.0,560.76,4.03,103.0,4.65,152.81,1.85,2020-12-14 20:00:00
5.0,574.11,3.64,100.14,7.57,156.74,1.33,2020-12-14 21:00:00
5.0,607.49,3.51,90.12,9.18,160.02,0.97,2020-12-14 22:00:00
5.0,614.17,3.68,76.53,6.38,156.64,0.94,2020-12-14 23:00:00
5.0,607.49,3.86,66.52,4.17,150.81,1.05,2020-12-15 00:00:00
5.0,594.14,4.41,60.08,3.37,143.63,1.16,2020-12-15 01:00:00
5.0,594.14,5.83,57.22,4.05,138.12,1.22,2020-12-15 02:00:00
5.0,594.14,6.77,60.8,6.44,134.54,0.98,2020-12-15 03:00:00
