,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,dt
0,5,934.6,0.0,28.1,20.74,5.07,118.95,137.5,22.55,2020-12-02 00:30:00
1,5,867.84,0.0,24.68,19.49,4.23,117.01,134.39,26.6,2020-12-02 01:30:00
2,5,827.79,0.01,22.28,18.42,3.93,115.91,132.59,30.91,2020-12-02 02:30:00
3,5,794.41,0.01,19.19,17.17,3.58,115.64,131.85,31.92,2020-12-02 03:30:00
4,5,761.03,0.02,15.77,15.2,2.8,115.15,130.19,24.07,2020-12-02 04:30:00
5,5,741.01,0.04,13.37,12.7,1.94,115.06,129.28,12.92,2020-12-02 05:30:00
6,5,741.01,0.17,12.68,9.57,1.62,114.57,128.55,6.08,2020-12-02 06:30:00
7,5,794.41,0.96,14.57,7.15,2.47,118.28,134.01,7.09,2020-12-02 07:30:00
8,5,834.47,3.97,13.88,16.63,4.11,123.66,140.31,10.26,2020-12-02 08:30:00
9,5,547.41,0.84,6.6,90.84,15.5,115.1,125.7,3.29,2020-12-02 09:30:00
10,5,500.68,0.61,4.71,121.59,17.64,107.91,118.03,3.14,2020-12-02 10:30:00
11,5,487.33,0.42,3.6,150.2,19.07,110.12,120.47,3.64,2020-12-02 11:30:00
12,5,367.17,0.26,2.42,171.66,17.17,89.26,97.04,0.78,2020-12-02 12:30:00
13,5,327.11,0.22,2.12,177.38,16.93,80.9,87.34,0.01,2020-12-02 13:30:00
14,5,320.44,0.22,2.57,185.97,19.55,80.1,86.31,0.0,2020-12-02 14:30:00
15,5,360.49,0.41,5.83,180.24,21.22,84.4,91.47,2.34,2020-12-02 15:30:00
16,5,453.95,0.52,12.85,164.51,23.13,92.99,101.93,5.95,2020-12-02 16:30:00
17,5,567.44,0.14,22.28,143.05,26.94,101.36,111.8,8.36,2020-12-02 17:30:00
18,5,741.01,0.0,34.62,108.72,29.8,111.68,124.45,11.78,2020-12-02 18:30:00
19,5,907.9,0.0,42.84,78.68,27.66,123.42,139.1,14.57,2020-12-02 19:30:00
20,5,961.3,0.0,41.81,62.94,21.94,133.36,151.15,14.95,2020-12-02 20:30:00
21,5,907.9,0.0,35.3,56.51,16.93,139.23,158.18,14.44,2020-12-02 21:30:00
22,5,847.82,0.0,29.13,50.78,13.71,141.61,161.03,14.82,2020-12-02 22:30:00
23,5,794.41,0.0,25.02,45.78,11.33,142.62,161.34,16.09,2020-12-02 23:30:00
24,5,741.01,0.0,21.42,44.35,10.37,141.86,158.71,17.99,2020-12-03 00:30:00
25,5,720.98,0.0,19.54,43.99,10.49,144.02,159.71,22.8,2020-12-03 01:30:00
26,5,727.65,0.0,19.36,41.84,10.25,147.07,162.52,29.39,2020-12-03 02:30:00
27,5,754.36,0.0,19.71,39.34,10.73,152.95,168.64,36.48,2020-12-03 03:30:00
28,5,767.71,0.0,19.71,37.91,11.21,157.6,173.05,42.05,2020-12-03 04:30:00
29,5,774.38,0.0,19.71,35.41,10.25,157.91,172.9,44.58,2020-12-03 05:30:00
30,5,787.74,0.01,20.39,28.61,8.46,157.04,172.03,39.52,2020-12-03 06:30:00
31,5,867.84,0.89,22.62,19.31,7.15,160.39,177.94,30.15,2020-12-03 07:30:00
32,5,934.6,5.36,21.42,22.17,7.87,165.67,185.31,22.04,2020-12-03 08:30:00
33,5,540.73,1.13,8.82,97.28,35.29,134.83,146.1,2.91,2020-12-03 09:30:00
34,5,534.06,1.01,7.2,123.02,44.35,131.49,143.56,3.1,2020-12-03 10:30:00
35,5,540.73,0.95,7.37,154.5,49.59,138.62,151.5,3.61,2020-12-03 11:30:00
36,5,400.54,1.09,8.57,175.95,48.16,112.94,122.32,0.5,2020-12-03 12:30:00
37,5,347.14,0.62,5.83,191.69,43.87,102.74,110.08,0.0,2020-12-03 13:30:00
38,5,343.8,0.42,5.01,203.13,43.87,102.73,109.54,0.0,2020-12-03 14:30:00
39,5,410.56,0.6,9.17,188.83,40.05,110.36,118.46,2.95,2020-12-03 15:30:00
40,5,554.09,0.7,19.19,161.65,34.33,121.71,132.25,8.11,2020-12-03 16:30:00
41,5,720.98,0.16,32.22,130.18,30.52,130.74,143.61,11.65,2020-12-03 17:30:00
42,5,907.9,0.0,45.24,97.28,29.8,139.03,154.23,15.58,2020-12-03 18:30:00
43,5,1054.76,0.0,50.72,73.67,27.42,146.22,163.75,17.99,2020-12-03 19:30:00
44,5,1108.17,0.0,47.98,61.51,22.41,151.58,170.5,17.48,2020-12-03 20:30:00
45,5,1068.12,0.0,41.13,62.23,21.94,156.96,176.12,18.75,2020-12-03 21:30:00
46,5,1028.06,0.0,35.99,69.38,25.99,162.89,182.28,24.32,2020-12-03 22:30:00
47,5,1001.36,0.0,32.22,74.39,29.56,167.35,186.28,30.15,2020-12-03 23:30:00
48,5,974.66,0.0,28.1,77.96,32.42,169.42,186.72,34.96,2020-12-04 00:30:00
49,5,947.95,0.0,24.68,78.68,34.33,174.98,191.35,40.03,2020-12-04 01:30:00
50,5,921.25,0.0,22.28,75.1,35.29,180.3,196.67,44.08,2020-12-04 02:30:00
51,5,867.84,0.0,19.02,65.8,32.9,180.37,196.51,42.05,2020-12-04 03:30:00
52,5,774.38,0.0,15.42,55.08,25.51,175.89,191.79,32.42,2020-12-04 04:30:00
53,5,694.28,0.0,12.68,49.35,16.45,169.01,183.86,21.03,2020-12-04 05:30:00
54,5,634.19,0.0,10.71,51.5,9.66,155.76,168.86,12.41,2020-12-04 06:30:00
55,5,640.87,0.09,12.51,50.78,9.06,145.54,158.64,10.89,2020-12-04 07:30:00
56,5,667.57,1.2,14.05,56.51,17.17,148.04,161.27,8.23,2020-12-04 08:30:00
57,5,534.06,1.05,8.91,107.29,46.25,152.95,164.12,0.23,2020-12-04 09:30:00
58,5,500.68,1.08,8.14,137.33,43.87,153.85,164.91,0.0,2020-12-04 10:30:00
59,5,473.98,1.05,8.31,164.51,43.87,152.77,163.61,0.0,2020-12-04 11:30:00
60,5,367.17,0.84,6.77,175.95,38.62,112.14,119.64,0.0,2020-12-04 12:30:00
61,5,337.12,0.49,4.5,183.11,33.38,99.29,105.51,0.0,2020-12-04 13:30:00
62,5,340.46,0.4,4.46,191.69,34.33,98.86,104.9,0.0,2020-12-04 14:30:00
63,5,410.56,0.83,9.08,181.68,33.38,105.36,112.55,2.76,2020-12-04 15:30:00
64,5,560.76,1.19,20.22,157.36,29.8,114.53,123.93,7.85,2020-12-04 16:30:00
65,5,714.3,0.39,34.62,121.59,24.32,119.94,130.96,11.15,2020-12-04 17:30:00
66,5,841.14,0.0,44.55,86.55,17.88,119.66,132.31,14.69,2020-12-04 18:30:00
67,5,881.2,0.0,43.53,64.37,12.16,118.5,133.01,16.97,2020-12-04 19:30:00
68,5,847.82,0.0,35.3,54.36,8.11,115.5,131.18,16.72,2020-12-04 20:30:00
69,5,781.06,0.0,27.08,52.93,7.03,112.01,128.15,20.01,2020-12-04 21:30:00
70,5,787.74,0.0,25.36,51.5,7.87,112.73,130.03,27.61,2020-12-04 22:30:00
71,5,827.79,0.0,28.1,45.78,8.46,116.5,134.51,35.47,2020-12-04 23:30:00
72,5,847.82,0.0,30.5,42.2,8.7,120.68,138.23,43.06,2020-12-05 00:30:00
73,5,834.47,0.0,28.79,39.7,8.23,122.44,138.81,49.14,2020-12-05 01:30:00
74,5,807.76,0.0,26.05,35.41,7.09,121.96,137.17,52.69,2020-12-05 02:30:00
75,5,774.38,0.0,22.62,29.33,5.42,121.43,135.36,49.65,2020-12-05 03:30:00
76,5,747.68,0.0,19.54,22.89,3.87,121.26,134.14,42.56,2020-12-05 04:30:00
77,5,727.65,0.02,17.31,16.99,2.65,119.96,131.91,33.44,2020-12-05 05:30:00
78,5,720.98,0.12,16.28,11.18,2.12,118.4,130.35,25.33,2020-12-05 06:30:00
79,5,767.71,1.72,16.62,7.78,2.41,118.98,132.56,21.79,2020-12-05 07:30:00
80,5,834.47,6.54,14.05,14.66,2.86,121.35,136.09,18.75,2020-12-05 08:30:00
81,5,627.52,1.93,9.17,72.24,5.54,109.06,117.64,10.89,2020-12-05 09:30:00
82,5,614.17,1.36,7.54,107.29,12.64,114.75,123.8,9.5,2020-12-05 10:30:00
83,5,620.84,1.01,7.03,145.91,23.6,131.02,141.02,9.37,2020-12-05 11:30:00
84,5,473.98,2.18,14.22,167.37,82.02,121.52,130.26,2.95,2020-12-05 12:30:00
85,5,427.25,0.87,7.37,197.41,65.8,121.17,128.43,0.35,2020-12-05 13:30:00
86,5,423.91,0.4,4.24,211.72,44.82,120.71,127.26,0.15,2020-12-05 14:30:00
87,5,494.0,0.63,7.37,188.83,28.13,125.0,132.42,4.56,2020-12-05 15:30:00
88,5,627.52,0.87,15.42,157.36,17.64,133.94,143.1,9.37,2020-12-05 16:30:00
89,5,754.36,0.28,26.05,124.45,11.8,138.02,148.5,12.41,2020-12-05 17:30:00
90,5,867.84,0.0,33.24,97.28,9.18,138.63,150.3,15.45,2020-12-05 18:30:00
91,5,921.25,0.0,33.93,77.96,7.75,139.57,152.43,16.21,2020-12-05 19:30:00
92,5,907.9,0.0,30.5,65.8,6.2,141.4,154.96,15.33,2020-12-05 20:30:00
93,5,854.49,0.0,25.36,57.94,5.01,141.13,154.92,14.95,2020-12-05 21:30:00
94,5,847.82,0.0,22.28,55.08,5.01,142.24,156.26,17.48,2020-12-05 22:30:00
95,5,847.82,0.0,20.22,58.65,5.96,146.26,159.7,21.53,2020-12-05 23:30:00
96,5,821.11,0.0,17.82,66.52,7.27,148.44,160.48,26.35,2020-12-06 00:30:00
97,5,794.41,0.0,16.28,67.95,7.99,150.23,161.56,31.92,2020-12-06 01:30:00
98,5,781.06,0.0,15.59,60.8,7.45,150.72,162.04,35.47,2020-12-06 02:30:00
99,5,754.36,0.0,15.08,49.35,6.14,149.05,160.46,35.97,2020-12-06 03:30:00
100,5,727.65,0.0,14.05,38.62,4.53,146.52,157.67,33.44,2020-12-06 04:30:00
101,5,707.63,0.0,12.85,30.04,3.01,143.08,153.4,26.6,2020-12-06 05:30:00
102,5,654.22,0.0,10.63,30.76,2.56,134.53,143.07,19.0,2020-12-06 06:30:00
103,5,660.9,0.34,11.14,32.19,2.83,130.78,139.9,16.47,2020-12-06 07:30:00
104,5,687.6,2.04,10.88,40.41,3.28,131.84,141.77,15.2,2020-12-06 08:30:00
105,5,580.79,1.06,7.28,87.98,6.26,122.71,131.11,7.92,2020-12-06 09:30:00
106,5,554.09,0.75,5.18,115.87,8.94,121.28,130.15,7.16,2020-12-06 10:30:00
107,5,567.44,0.51,4.16,145.91,12.88,130.19,139.86,6.97,2020-12-06 11:30:00
108,5,427.25,0.31,2.83,168.8,23.84,119.11,126.35,0.28,2020-12-06 12:30:00
109,5,390.53,0.24,2.29,173.09,21.22,108.63,114.74,0.0,2020-12-06 13:30:00
110,5,380.52,0.23,2.53,180.24,18.6,104.07,109.93,0.0,2020-12-06 14:30:00
111,5,433.92,0.5,5.83,170.23,15.74,110.53,117.55,3.67,2020-12-06 15:30:00
112,5,554.09,0.69,13.02,150.2,13.23,122.34,131.39,8.49,2020-12-06 16:30:00
113,5,680.92,0.21,22.62,121.59,10.97,129.82,140.38,11.78,2020-12-06 17:30:00
114,5,814.44,0.0,30.85,88.69,8.94,133.87,145.84,14.82,2020-12-06 18:30:00
115,5,907.9,0.0,33.59,65.09,7.27,135.74,148.98,16.09,2020-12-06 19:30:00
116,5,947.95,0.0,32.9,52.21,5.9,137.67,151.61,15.96,2020-12-06 20:30:00
117,5,934.6,0.0,29.82,45.06,4.65,137.79,151.73,15.45,2020-12-06 21:30:00
118,5,907.9,0.0,27.08,38.98,3.82,137.09,151.38,16.72,2020-12-06 22:30:00
119,5,854.49,0.0,24.33,35.05,3.25,134.95,149.23,19.25,2020-12-06 23:30:00
120,5,787.74,0.0,20.74,33.62,2.56,131.49,144.84,21.28,2020-12-07 00:30:00
121,5,727.65,0.0,16.45,28.61,1.68,128.14,140.43,18.75,2020-12-07 01:30:00
122,5,674.25,0.0,12.85,22.89,1.04,123.95,135.07,13.17,2020-12-07 02:30:00
123,5,640.87,0.01,10.63,18.77,0.8,119.61,129.66,8.49,2020-12-07 03:30:00
124,5,614.17,0.02,9.25,16.99,0.73,115.62,124.85,5.51,2020-12-07 04:30:00
125,5,574.11,0.02,8.05,19.49,0.8,110.06,118.34,3.77,2020-12-07 05:30:00
126,5,534.06,0.0,7.2,30.04,1.3,103.06,110.68,3.45,2020-12-07 06:30:00
127,5,547.41,0.23,8.74,32.9,1.94,100.12,108.88,4.69,2020-12-07 07:30:00
128,5,567.44,1.29,9.25,39.7,2.68,99.41,109.05,6.27,2020-12-07 08:30:00
129,5,520.71,1.19,6.51,70.81,4.17,96.64,105.26,5.0,2020-12-07 09:30:00
130,5,507.36,0.84,4.71,97.28,5.01,97.62,105.88,4.62,2020-12-07 10:30:00
131,5,494.0,0.5,3.43,124.45,5.84,100.82,108.85,4.69,2020-12-07 11:30:00
132,5,340.46,0.2,1.46,134.47,8.11,73.72,78.26,0.16,2020-12-07 12:30:00
133,5,320.44,0.18,1.33,137.33,8.94,71.91,76.26,0.0,2020-12-07 13:30:00
134,5,320.44,0.2,1.61,143.05,10.61,75.02,79.99,0.0,2020-12-07 14:30:00
135,5,370.5,0.5,4.33,135.9,9.18,80.58,87.06,2.72,2020-12-07 15:30:00
136,5,487.33,0.84,10.54,123.02,8.35,90.85,99.92,7.16,2020-12-07 16:30:00
137,5,607.49,0.45,20.74,104.43,12.88,102.04,113.77,9.75,2020-12-07 17:30:00
138,5,747.68,0.01,33.93,82.97,24.56,115.67,130.32,11.65,2020-12-07 18:30:00
139,5,827.79,0.0,40.78,67.23,33.85,127.96,144.71,12.16,2020-12-07 19:30:00
140,5,847.82,0.0,39.07,59.37,34.81,136.53,154.22,11.91,2020-12-07 20:30:00
141,5,867.84,0.0,36.67,47.92,28.61,142.71,161.81,13.3,2020-12-07 21:30:00
142,5,921.25,0.0,35.64,35.76,20.74,148.3,170.2,17.23,2020-12-07 22:30:00
143,5,934.6,0.0,34.62,28.25,16.93,152.47,176.48,22.8,2020-12-07 23:30:00
144,5,907.9,0.0,32.9,25.03,14.54,152.85,176.88,29.39,2020-12-08 00:30:00
145,5,841.14,0.0,27.08,23.6,10.13,149.5,171.23,29.39,2020-12-08 01:30:00
146,5,754.36,0.0,19.71,24.68,5.6,143.1,160.42,22.29,2020-12-08 02:30:00
147,5,667.57,0.0,13.54,28.97,2.95,132.82,145.49,13.93,2020-12-08 03:30:00
148,5,607.49,0.0,9.94,31.83,1.89,122.61,132.6,9.75,2020-12-08 04:30:00
149,5,560.76,0.0,8.31,31.83,1.51,112.5,121.21,7.98,2020-12-08 05:30:00
150,5,547.41,0.01,8.57,30.04,1.74,103.75,112.68,7.85,2020-12-08 06:30:00
151,5,587.46,0.23,11.48,26.11,2.56,99.32,110.24,9.75,2020-12-08 07:30:00
152,5,620.84,1.87,12.0,31.83,3.52,95.84,107.86,10.64,2020-12-08 08:30:00
153,5,534.06,1.38,7.28,65.8,5.19,87.23,96.76,7.35,2020-12-08 09:30:00
154,5,520.71,1.01,5.57,91.55,6.2,87.71,97.11,6.9,2020-12-08 10:30:00
155,5,520.71,0.66,4.5,123.02,8.23,93.93,102.86,6.84,2020-12-08 11:30:00
156,5,313.76,0.32,2.36,133.04,12.99,52.71,56.48,1.54,2020-12-08 12:30:00
157,4,280.38,0.29,2.21,138.76,12.52,46.72,49.63,0.97,2020-12-08 13:30:00
158,4,280.38,0.3,2.7,145.91,12.99,48.7,51.66,1.14,2020-12-08 14:30:00
159,5,367.17,0.85,8.4,133.04,12.64,56.05,61.15,5.64,2020-12-08 15:30:00
160,5,554.09,1.45,20.74,113.01,11.56,67.54,75.95,10.89,2020-12-08 16:30:00
161,5,767.71,0.73,37.7,85.12,10.25,78.21,89.78,14.82,2020-12-08 17:30:00
162,5,988.01,0.01,52.09,57.22,9.89,89.22,104.39,19.25,2020-12-08 18:30:00
163,5,1148.22,0.0,56.89,35.41,9.42,99.28,117.71,21.03,2020-12-08 19:30:00
164,5,1241.68,0.0,57.58,20.56,8.11,105.72,126.7,20.52,2020-12-08 20:30:00
165,5,1214.98,0.08,52.09,11.36,5.78,104.29,126.89,19.0,2020-12-08 21:30:00
166,5,1094.82,0.3,42.16,6.08,3.73,97.34,119.45,17.73,2020-12-08 22:30:00
167,5,934.6,0.24,31.53,7.87,2.47,87.85,106.24,16.21,2020-12-08 23:30:00
168,5,700.95,0.0,19.02,28.61,3.1,73.84,85.16,13.93,2020-12-09 00:30:00
169,5,600.82,0.0,13.88,36.84,3.16,69.05,78.29,13.05,2020-12-09 01:30:00
170,5,547.41,0.0,11.14,38.98,2.68,66.91,75.33,12.29,2020-12-09 02:30:00
171,5,514.03,0.0,9.68,37.55,2.38,65.75,74.05,13.55,2020-12-09 03:30:00
172,5,500.68,0.0,9.34,34.69,2.38,65.67,74.2,17.99,2020-12-09 04:30:00
173,5,500.68,0.0,9.94,31.11,2.44,65.79,74.66,22.55,2020-12-09 05:30:00
174,5,540.73,0.01,12.34,26.11,3.07,67.02,76.93,28.12,2020-12-09 06:30:00
175,5,634.19,0.48,18.68,18.77,5.01,70.57,83.27,35.47,2020-12-09 07:30:00
176,5,754.36,5.31,20.74,21.46,7.45,75.23,90.39,42.05,2020-12-09 08:30:00
177,5,707.63,5.36,17.65,46.49,7.99,73.02,87.48,33.95,2020-12-09 09:30:00
178,5,640.87,3.3,13.37,77.25,7.27,71.59,84.07,21.53,2020-12-09 10:30:00
179,5,600.82,1.59,9.51,118.73,8.46,76.23,85.91,15.71,2020-12-09 11:30:00
180,5,327.11,0.4,3.09,147.34,19.31,55.83,59.74,2.69,2020-12-09 12:30:00
181,5,303.75,0.27,2.25,150.2,17.64,57.38,60.85,1.41,2020-12-09 13:30:00
182,5,303.75,0.26,2.53,155.93,17.17,59.39,62.93,1.27,2020-12-09 14:30:00
183,5,310.42,0.28,3.6,160.22,16.69,61.76,65.6,1.55,2020-12-09 15:30:00
184,5,323.77,0.23,5.66,160.22,18.36,64.07,68.4,2.06,2020-12-09 16:30:00
185,5,337.12,0.05,8.05,153.07,20.27,65.2,69.93,2.47,2020-12-09 17:30:00
186,5,554.09,0.0,25.02,107.29,20.03,74.32,83.0,9.12,2020-12-09 18:30:00
187,5,867.84,0.0,43.18,62.94,17.64,88.96,103.09,15.71,2020-12-09 19:30:00
188,5,1068.12,0.0,51.41,40.77,15.5,100.55,118.76,20.27,2020-12-09 20:30:00
189,5,1161.58,0.0,53.47,28.61,12.88,108.39,129.4,24.83,2020-12-09 21:30:00
190,5,1148.22,0.01,47.98,19.31,8.35,109.52,132.4,25.08,2020-12-09 22:30:00
191,5,1014.71,0.03,37.36,14.31,4.53,104.64,125.66,21.53,2020-12-09 23:30:00
192,5,867.84,0.02,25.71,15.38,2.5,95.49,110.96,17.48,2020-12-10 00:30:00
193,5,774.38,0.01,19.54,17.35,1.68,88.79,100.98,15.2,2020-12-10 01:30:00
194,5,707.63,0.01,15.94,18.77,1.31,84.04,94.73,12.79,2020-12-10 02:30:00
195,5,660.9,0.01,13.2,18.24,1.1,81.16,91.17,10.39,2020-12-10 03:30:00
196,5,620.84,0.02,11.31,15.91,0.95,79.7,89.68,9.25,2020-12-10 04:30:00
197,5,600.82,0.04,10.45,13.77,1.0,79.12,88.96,9.75,2020-12-10 05:30:00
198,5,614.17,0.16,11.48,10.82,1.48,79.5,90.06,11.91,2020-12-10 06:30:00
199,5,687.6,1.24,15.08,5.9,2.71,82.25,95.36,15.71,2020-12-10 07:30:00
200,5,794.41,6.82,14.57,9.39,4.11,85.67,101.2,20.27,2020-12-10 08:30:00
201,5,781.06,6.37,14.4,28.25,4.35,82.66,96.5,18.24,2020-12-10 09:30:00
202,5,720.98,3.86,12.85,58.65,4.17,81.38,93.53,14.06,2020-12-10 10:30:00
203,5,687.6,1.79,9.85,104.43,4.71,90.18,100.56,12.03,2020-12-10 11:30:00
204,5,340.46,0.28,2.34,145.91,20.27,65.64,69.87,1.38,2020-12-10 12:30:00
205,5,320.44,0.2,1.84,153.07,23.13,66.13,69.81,0.82,2020-12-10 13:30:00
206,5,323.77,0.21,2.23,160.22,23.84,67.28,70.86,0.83,2020-12-10 14:30:00
207,5,337.12,0.25,3.6,167.37,25.27,70.22,74.05,1.27,2020-12-10 15:30:00
208,5,363.83,0.22,6.26,173.09,28.13,75.29,79.69,1.96,2020-12-10 16:30:00
209,5,390.53,0.05,9.17,171.66,30.28,79.27,84.39,2.47,2020-12-10 17:30:00
210,5,567.44,0.0,21.42,137.33,27.42,88.76,97.08,7.54,2020-12-10 18:30:00
211,5,827.79,0.0,36.67,88.69,19.79,100.87,114.19,13.55,2020-12-10 19:30:00
212,5,988.01,0.0,43.87,53.64,12.28,106.93,124.42,16.97,2020-12-10 20:30:00
213,5,1028.06,0.0,43.87,29.68,7.21,105.58,125.58,17.99,2020-12-10 21:30:00
214,5,921.25,0.01,33.24,21.28,4.47,99.17,117.97,16.97,2020-12-10 22:30:00
215,5,741.01,0.0,20.74,27.54,3.07,92.64,106.67,14.95,2020-12-10 23:30:00
216,5,547.41,0.0,9.08,62.94,3.76,94.94,104.17,10.13,2020-12-11 00:30:00
217,5,494.0,0.0,5.66,77.96,4.47,105.47,113.67,7.98,2020-12-11 01:30:00
218,5,467.3,0.0,4.11,84.4,4.41,112.62,120.41,6.14,2020-12-11 02:30:00
219,5,447.27,0.0,3.64,80.82,3.28,113.92,121.55,4.94,2020-12-11 03:30:00
220,5,440.6,0.0,3.81,69.38,2.03,112.84,120.62,4.69,2020-12-11 04:30:00
221,5,440.6,0.0,4.37,57.94,1.39,111.24,119.36,4.88,2020-12-11 05:30:00
222,5,467.3,0.0,6.0,46.49,1.34,109.87,119.03,5.45,2020-12-11 06:30:00
223,5,514.03,0.06,9.34,36.84,1.73,108.78,119.78,6.33,2020-12-11 07:30:00
224,5,540.73,1.03,10.71,36.48,2.06,104.85,116.35,7.28,2020-12-11 08:30:00
225,5,453.95,1.02,6.34,65.8,2.5,92.29,101.04,4.02,2020-12-11 09:30:00
226,5,417.23,0.75,4.37,87.26,2.71,85.34,93.25,3.42,2020-12-11 10:30:00
227,5,393.87,0.44,3.0,110.15,3.25,84.17,91.74,3.42,2020-12-11 11:30:00
228,5,337.12,0.15,1.26,133.04,7.33,83.01,88.51,0.51,2020-12-11 12:30:00
229,5,330.45,0.12,1.08,138.76,9.18,83.41,88.27,0.0,2020-12-11 13:30:00
230,5,327.11,0.14,1.46,141.62,10.37,82.96,87.72,0.0,2020-12-11 14:30:00
231,5,393.87,0.57,6.51,128.75,10.73,87.78,94.11,4.12,2020-12-11 15:30:00
232,5,547.41,0.99,18.51,105.86,10.25,97.31,106.47,9.37,2020-12-11 16:30:00
233,5,741.01,0.34,36.33,76.53,9.66,107.55,119.67,13.05,2020-12-11 17:30:00
234,5,974.66,0.0,54.84,46.49,9.18,119.3,135.34,17.23,2020-12-11 18:30:00
235,5,1108.17,0.0,59.63,28.97,7.99,127.27,146.6,18.75,2020-12-11 19:30:00
236,5,1041.41,0.0,47.3,26.82,6.26,124.09,143.83,17.73,2020-12-11 20:30:00
237,5,774.38,0.0,26.05,40.77,4.95,107.48,122.94,15.58,2020-12-11 21:30:00
238,5,627.52,0.0,16.11,45.78,3.93,97.8,111.29,13.3,2020-12-11 22:30:00
239,5,514.03,0.0,10.2,57.94,3.25,94.71,105.38,10.51,2020-12-11 23:30:00
240,5,447.27,0.0,6.34,75.82,3.28,100.99,109.18,7.73,2020-12-12 00:30:00
241,5,427.25,0.0,4.58,82.97,3.28,109.53,116.84,6.71,2020-12-12 01:30:00
242,5,423.91,0.0,3.81,83.69,3.01,116.21,123.28,5.7,2020-12-12 02:30:00
243,5,423.91,0.0,3.56,80.11,2.47,121.03,128.13,4.69,2020-12-12 03:30:00
244,5,423.91,0.0,3.47,74.39,1.89,123.99,131.13,3.77,2020-12-12 04:30:00
245,5,427.25,0.0,3.47,68.67,1.4,127.07,134.31,3.14,2020-12-12 05:30:00
246,5,433.92,0.0,3.9,63.66,1.24,128.71,136.33,3.01,2020-12-12 06:30:00
247,5,447.27,0.01,5.14,60.8,1.43,129.81,138.2,3.55,2020-12-12 07:30:00
248,5,447.27,0.24,5.74,64.37,1.7,129.86,138.53,3.8,2020-12-12 08:30:00
249,5,417.23,0.38,3.86,84.4,2.47,125.11,132.77,1.76,2020-12-12 09:30:00
250,5,407.22,0.35,2.83,101.57,3.67,124.89,132.23,1.17,2020-12-12 10:30:00
251,5,410.56,0.29,2.29,117.3,5.36,128.72,136.18,1.31,2020-12-12 11:30:00
252,5,367.17,0.14,1.25,135.9,8.82,118.82,124.92,0.0,2020-12-12 12:30:00
253,5,357.15,0.12,1.09,138.76,9.18,117.05,122.89,0.0,2020-12-12 13:30:00
254,5,353.81,0.12,1.24,137.33,9.18,115.67,121.43,0.0,2020-12-12 14:30:00
255,5,400.54,0.37,4.67,118.73,8.11,119.5,126.27,1.69,2020-12-12 15:30:00
256,5,487.33,0.5,11.31,94.41,6.74,123.34,131.94,6.97,2020-12-12 16:30:00
257,5,587.46,0.13,20.39,70.81,5.96,125.46,136.01,11.15,2020-12-12 17:30:00
258,5,694.28,0.0,29.13,52.21,5.96,128.84,141.72,14.95,2020-12-12 18:30:00
259,5,747.68,0.0,29.47,40.41,5.31,131.29,145.99,15.83,2020-12-12 19:30:00
260,5,714.3,0.0,22.96,37.55,4.23,130.22,144.98,14.82,2020-12-12 20:30:00
261,5,594.14,0.0,12.85,51.5,3.46,128.44,140.66,11.02,2020-12-12 21:30:00
262,5,527.38,0.0,8.05,61.51,3.01,134.87,145.38,8.74,2020-12-12 22:30:00
263,5,494.0,0.0,5.74,73.67,2.95,142.48,151.21,6.71,2020-12-12 23:30:00
264,5,460.63,0.0,3.94,87.26,3.31,146.08,153.3,4.43,2020-12-13 00:30:00
265,5,453.95,0.0,3.43,85.83,2.92,145.12,151.79,3.74,2020-12-13 01:30:00
266,5,453.95,0.0,3.34,78.68,2.33,143.5,150.09,3.29,2020-12-13 02:30:00
267,5,460.63,0.0,3.73,65.09,1.52,143.17,150.04,3.74,2020-12-13 03:30:00
268,5,473.98,0.0,4.37,50.78,1.09,144.16,151.56,5.19,2020-12-13 04:30:00
269,5,480.65,0.0,5.06,41.49,1.07,145.22,153.22,7.92,2020-12-13 05:30:00
270,5,507.36,0.0,6.6,33.98,1.42,146.54,155.79,11.27,2020-12-13 06:30:00
271,5,560.76,0.1,9.77,23.6,1.77,149.15,160.65,9.63,2020-12-13 07:30:00
272,5,607.49,1.4,10.8,19.85,1.85,150.99,163.93,7.54,2020-12-13 08:30:00
273,5,527.38,0.98,5.74,47.21,1.74,147.05,156.8,3.99,2020-12-13 09:30:00
274,5,520.71,0.82,4.33,67.23,2.24,147.46,157.05,2.91,2020-12-13 10:30:00
275,5,514.03,0.49,3.13,94.41,3.43,151.05,160.36,2.76,2020-12-13 11:30:00
276,5,417.23,0.15,1.27,130.18,6.86,135.02,141.76,0.0,2020-12-13 12:30:00
277,5,390.53,0.11,0.99,133.04,7.03,126.84,132.72,0.0,2020-12-13 13:30:00
278,5,380.52,0.11,1.15,131.61,7.27,124.3,130.02,0.0,2020-12-13 14:30:00
279,5,427.25,0.35,4.54,113.01,6.68,130.63,137.56,1.65,2020-12-13 15:30:00
280,5,500.68,0.4,9.85,91.55,5.9,136.13,144.98,6.97,2020-12-13 16:30:00
281,5,567.44,0.1,15.94,72.96,5.72,140.38,151.0,11.4,2020-12-13 17:30:00
282,5,634.19,0.0,20.39,62.23,6.62,142.67,154.83,15.07,2020-12-13 18:30:00
283,5,674.25,0.0,20.39,52.21,5.72,145.7,159.4,15.07,2020-12-13 19:30:00
