Adilabad,Karimnagar,Khammam,Nizamabad,Warangal
0.6445755871052362,0.685012929418297,0.8233242021274559,0.6480665047953181,0.7515339159216511
0.644762347,0.644762347,0.644762347,0.644762347,0.644762347
10.684,10.684,10.684,10.684,10.684
10.684,10.684,10.684,10.684,10.684
