Adilabad,Karimnagar,Khammam,Nizamabad,Warangal
1.9964457746042363,1.863433032755094,1.8794276366483136,1.9163326482272467,1.9554519787527676
1.9933038008591537,1.860561446594472,1.881771333835552,1.914063864725107,1.9531105953263896
1.990611656,1.866166954,1.885791198,1.920691463,1.960005182
1.866965357,1.872164323,1.887238756,1.939535234,1.975945214
