Adilabad,Karimnagar,Khammam,Nizamabad,Warangal
4.187105615192136,4.55009473519443,4.074317190449252,4.205218742469364,3.9163243271951544
2.041120582037527,2.041120582037527,2.041120582037527,2.041120582037527,2.041120582037527
0.692174,0.692174,0.692174,0.692174,0.692174
0.712174,0.712174,0.712174,0.712174,0.712174
